,date,numOccurrences,gender,sentiment,topic
0,2015-01,213,male,negative,banking
1,2015-02,400,male,negative,banking
2,2015-03,175,male,negative,banking
3,2015-04,154,male,negative,banking
4,2015-05,144,male,negative,banking
5,2015-06,119,male,negative,banking
6,2015-07,339,male,negative,banking
7,2015-08,308,male,negative,banking
8,2015-09,224,male,negative,banking
9,2015-10,343,male,negative,banking
10,2015-11,212,male,negative,banking
11,2015-12,217,male,negative,banking
0,2015-01,16,female,negative,banking
1,2015-02,19,female,negative,banking
2,2015-03,8,female,negative,banking
3,2015-04,15,female,negative,banking
4,2015-05,9,female,negative,banking
5,2015-06,45,female,negative,banking
6,2015-07,138,female,negative,banking
7,2015-08,44,female,negative,banking
8,2015-09,19,female,negative,banking
9,2015-10,38,female,negative,banking
10,2015-11,29,female,negative,banking
11,2015-12,27,female,negative,banking
0,2015-01,386,male,neutral,banking
1,2015-02,551,male,neutral,banking
2,2015-03,461,male,neutral,banking
3,2015-04,352,male,neutral,banking
4,2015-05,251,male,neutral,banking
5,2015-06,319,male,neutral,banking
6,2015-07,525,male,neutral,banking
7,2015-08,461,male,neutral,banking
8,2015-09,490,male,neutral,banking
9,2015-10,779,male,neutral,banking
10,2015-11,462,male,neutral,banking
11,2015-12,624,male,neutral,banking
0,2015-01,58,female,neutral,banking
1,2015-02,89,female,neutral,banking
2,2015-03,48,female,neutral,banking
3,2015-04,60,female,neutral,banking
4,2015-05,60,female,neutral,banking
5,2015-06,65,female,neutral,banking
6,2015-07,91,female,neutral,banking
7,2015-08,139,female,neutral,banking
8,2015-09,127,female,neutral,banking
9,2015-10,68,female,neutral,banking
10,2015-11,97,female,neutral,banking
11,2015-12,46,female,neutral,banking
0,2015-01,555,male,positive,banking
1,2015-02,399,male,positive,banking
2,2015-03,530,male,positive,banking
3,2015-04,402,male,positive,banking
4,2015-05,226,male,positive,banking
5,2015-06,229,male,positive,banking
6,2015-07,400,male,positive,banking
7,2015-08,762,male,positive,banking
8,2015-09,474,male,positive,banking
9,2015-10,816,male,positive,banking
10,2015-11,388,male,positive,banking
11,2015-12,484,male,positive,banking
0,2015-01,66,female,positive,banking
1,2015-02,41,female,positive,banking
2,2015-03,85,female,positive,banking
3,2015-04,41,female,positive,banking
4,2015-05,42,female,positive,banking
5,2015-06,27,female,positive,banking
6,2015-07,58,female,positive,banking
7,2015-08,73,female,positive,banking
8,2015-09,38,female,positive,banking
9,2015-10,48,female,positive,banking
10,2015-11,74,female,positive,banking
11,2015-12,68,female,positive,banking
0,2015-01,850,male,negative,investment
1,2015-02,1064,male,negative,investment
2,2015-03,961,male,negative,investment
3,2015-04,842,male,negative,investment
4,2015-05,515,male,negative,investment
5,2015-06,466,male,negative,investment
6,2015-07,1092,male,negative,investment
7,2015-08,1768,male,negative,investment
8,2015-09,1647,male,negative,investment
9,2015-10,1614,male,negative,investment
10,2015-11,1251,male,negative,investment
11,2015-12,1353,male,negative,investment
0,2015-01,157,female,negative,investment
1,2015-02,127,female,negative,investment
2,2015-03,112,female,negative,investment
3,2015-04,77,female,negative,investment
4,2015-05,95,female,negative,investment
5,2015-06,58,female,negative,investment
6,2015-07,257,female,negative,investment
7,2015-08,164,female,negative,investment
8,2015-09,248,female,negative,investment
9,2015-10,186,female,negative,investment
10,2015-11,284,female,negative,investment
11,2015-12,174,female,negative,investment
0,2015-01,1998,male,neutral,investment
1,2015-02,2101,male,neutral,investment
2,2015-03,2197,male,neutral,investment
3,2015-04,1726,male,neutral,investment
4,2015-05,1363,male,neutral,investment
5,2015-06,982,male,neutral,investment
6,2015-07,2482,male,neutral,investment
7,2015-08,3154,male,neutral,investment
8,2015-09,3328,male,neutral,investment
9,2015-10,3617,male,neutral,investment
10,2015-11,2790,male,neutral,investment
11,2015-12,3069,male,neutral,investment
0,2015-01,508,female,neutral,investment
1,2015-02,244,female,neutral,investment
2,2015-03,296,female,neutral,investment
3,2015-04,226,female,neutral,investment
4,2015-05,176,female,neutral,investment
5,2015-06,94,female,neutral,investment
6,2015-07,326,female,neutral,investment
7,2015-08,286,female,neutral,investment
8,2015-09,471,female,neutral,investment
9,2015-10,556,female,neutral,investment
10,2015-11,489,female,neutral,investment
11,2015-12,576,female,neutral,investment
0,2015-01,4039,male,positive,investment
1,2015-02,4784,male,positive,investment
2,2015-03,4970,male,positive,investment
3,2015-04,3530,male,positive,investment
4,2015-05,2163,male,positive,investment
5,2015-06,1671,male,positive,investment
6,2015-07,3823,male,positive,investment
7,2015-08,5482,male,positive,investment
8,2015-09,7405,male,positive,investment
9,2015-10,6356,male,positive,investment
10,2015-11,5137,male,positive,investment
11,2015-12,4958,male,positive,investment
0,2015-01,601,female,positive,investment
1,2015-02,500,female,positive,investment
2,2015-03,629,female,positive,investment
3,2015-04,420,female,positive,investment
4,2015-05,279,female,positive,investment
5,2015-06,252,female,positive,investment
6,2015-07,746,female,positive,investment
7,2015-08,894,female,positive,investment
8,2015-09,1165,female,positive,investment
9,2015-10,877,female,positive,investment
10,2015-11,635,female,positive,investment
11,2015-12,783,female,positive,investment
0,2015-01,438,male,negative,stock
1,2015-02,364,male,negative,stock
2,2015-03,557,male,negative,stock
3,2015-04,422,male,negative,stock
4,2015-05,264,male,negative,stock
5,2015-06,290,male,negative,stock
6,2015-07,616,male,negative,stock
7,2015-08,1395,male,negative,stock
8,2015-09,1090,male,negative,stock
9,2015-10,866,male,negative,stock
10,2015-11,510,male,negative,stock
11,2015-12,927,male,negative,stock
0,2015-01,38,female,negative,stock
1,2015-02,42,female,negative,stock
2,2015-03,61,female,negative,stock
3,2015-04,39,female,negative,stock
4,2015-05,35,female,negative,stock
5,2015-06,12,female,negative,stock
6,2015-07,102,female,negative,stock
7,2015-08,92,female,negative,stock
8,2015-09,108,female,negative,stock
9,2015-10,237,female,negative,stock
10,2015-11,180,female,negative,stock
11,2015-12,104,female,negative,stock
0,2015-01,599,male,neutral,stock
1,2015-02,765,male,neutral,stock
2,2015-03,981,male,neutral,stock
3,2015-04,711,male,neutral,stock
4,2015-05,649,male,neutral,stock
5,2015-06,458,male,neutral,stock
6,2015-07,1019,male,neutral,stock
7,2015-08,2187,male,neutral,stock
8,2015-09,1796,male,neutral,stock
9,2015-10,1629,male,neutral,stock
10,2015-11,946,male,neutral,stock
11,2015-12,1206,male,neutral,stock
0,2015-01,104,female,neutral,stock
1,2015-02,51,female,neutral,stock
2,2015-03,128,female,neutral,stock
3,2015-04,96,female,neutral,stock
4,2015-05,55,female,neutral,stock
5,2015-06,68,female,neutral,stock
6,2015-07,155,female,neutral,stock
7,2015-08,136,female,neutral,stock
8,2015-09,85,female,neutral,stock
9,2015-10,355,female,neutral,stock
10,2015-11,102,female,neutral,stock
11,2015-12,183,female,neutral,stock
0,2015-01,943,male,positive,stock
1,2015-02,648,male,positive,stock
2,2015-03,814,male,positive,stock
3,2015-04,604,male,positive,stock
4,2015-05,510,male,positive,stock
5,2015-06,273,male,positive,stock
6,2015-07,664,male,positive,stock
7,2015-08,937,male,positive,stock
8,2015-09,1031,male,positive,stock
9,2015-10,939,male,positive,stock
10,2015-11,726,male,positive,stock
11,2015-12,804,male,positive,stock
0,2015-01,35,female,positive,stock
1,2015-02,65,female,positive,stock
2,2015-03,55,female,positive,stock
3,2015-04,48,female,positive,stock
4,2015-05,39,female,positive,stock
5,2015-06,32,female,positive,stock
6,2015-07,55,female,positive,stock
7,2015-08,163,female,positive,stock
8,2015-09,100,female,positive,stock
9,2015-10,74,female,positive,stock
10,2015-11,143,female,positive,stock
11,2015-12,63,female,positive,stock
0,2015-01,766,male,negative,management
1,2015-02,897,male,negative,management
2,2015-03,1127,male,negative,management
3,2015-04,670,male,negative,management
4,2015-05,557,male,negative,management
5,2015-06,744,male,negative,management
6,2015-07,1144,male,negative,management
7,2015-08,1100,male,negative,management
8,2015-09,1557,male,negative,management
9,2015-10,2691,male,negative,management
10,2015-11,1230,male,negative,management
11,2015-12,1801,male,negative,management
0,2015-01,62,female,negative,management
1,2015-02,99,female,negative,management
2,2015-03,122,female,negative,management
3,2015-04,85,female,negative,management
4,2015-05,75,female,negative,management
5,2015-06,161,female,negative,management
6,2015-07,117,female,negative,management
7,2015-08,308,female,negative,management
8,2015-09,298,female,negative,management
9,2015-10,262,female,negative,management
10,2015-11,335,female,negative,management
11,2015-12,261,female,negative,management
0,2015-01,1750,male,neutral,management
1,2015-02,2200,male,neutral,management
2,2015-03,2532,male,neutral,management
3,2015-04,1724,male,neutral,management
4,2015-05,1010,male,neutral,management
5,2015-06,1329,male,neutral,management
6,2015-07,3589,male,neutral,management
7,2015-08,3571,male,neutral,management
8,2015-09,3949,male,neutral,management
9,2015-10,3698,male,neutral,management
10,2015-11,2253,male,neutral,management
11,2015-12,3562,male,neutral,management
0,2015-01,198,female,neutral,management
1,2015-02,243,female,neutral,management
2,2015-03,400,female,neutral,management
3,2015-04,181,female,neutral,management
4,2015-05,227,female,neutral,management
5,2015-06,196,female,neutral,management
6,2015-07,561,female,neutral,management
7,2015-08,389,female,neutral,management
8,2015-09,346,female,neutral,management
9,2015-10,648,female,neutral,management
10,2015-11,280,female,neutral,management
11,2015-12,274,female,neutral,management
0,2015-01,3011,male,positive,management
1,2015-02,3333,male,positive,management
2,2015-03,3589,male,positive,management
3,2015-04,2679,male,positive,management
4,2015-05,1644,male,positive,management
5,2015-06,1331,male,positive,management
6,2015-07,2608,male,positive,management
7,2015-08,4183,male,positive,management
8,2015-09,4127,male,positive,management
9,2015-10,5429,male,positive,management
10,2015-11,3219,male,positive,management
11,2015-12,3257,male,positive,management
0,2015-01,259,female,positive,management
1,2015-02,297,female,positive,management
2,2015-03,233,female,positive,management
3,2015-04,229,female,positive,management
4,2015-05,152,female,positive,management
5,2015-06,214,female,positive,management
6,2015-07,239,female,positive,management
7,2015-08,360,female,positive,management
8,2015-09,418,female,positive,management
9,2015-10,412,female,positive,management
10,2015-11,297,female,positive,management
11,2015-12,407,female,positive,management
0,2015-01,1930,male,negative,company
1,2015-02,1785,male,negative,company
2,2015-03,2070,male,negative,company
3,2015-04,1329,male,negative,company
4,2015-05,1259,male,negative,company
5,2015-06,1095,male,negative,company
6,2015-07,2186,male,negative,company
7,2015-08,4115,male,negative,company
8,2015-09,4880,male,negative,company
9,2015-10,4800,male,negative,company
10,2015-11,2010,male,negative,company
11,2015-12,2711,male,negative,company
0,2015-01,401,female,negative,company
1,2015-02,284,female,negative,company
2,2015-03,423,female,negative,company
3,2015-04,462,female,negative,company
4,2015-05,201,female,negative,company
5,2015-06,565,female,negative,company
6,2015-07,538,female,negative,company
7,2015-08,796,female,negative,company
8,2015-09,697,female,negative,company
9,2015-10,671,female,negative,company
10,2015-11,345,female,negative,company
11,2015-12,448,female,negative,company
0,2015-01,3254,male,neutral,company
1,2015-02,3442,male,neutral,company
2,2015-03,4952,male,neutral,company
3,2015-04,2494,male,neutral,company
4,2015-05,2561,male,neutral,company
5,2015-06,1679,male,neutral,company
6,2015-07,4105,male,neutral,company
7,2015-08,5878,male,neutral,company
8,2015-09,6663,male,neutral,company
9,2015-10,6129,male,neutral,company
10,2015-11,3519,male,neutral,company
11,2015-12,5006,male,neutral,company
0,2015-01,382,female,neutral,company
1,2015-02,441,female,neutral,company
2,2015-03,531,female,neutral,company
3,2015-04,419,female,neutral,company
4,2015-05,418,female,neutral,company
5,2015-06,349,female,neutral,company
6,2015-07,602,female,neutral,company
7,2015-08,1193,female,neutral,company
8,2015-09,922,female,neutral,company
9,2015-10,751,female,neutral,company
10,2015-11,495,female,neutral,company
11,2015-12,661,female,neutral,company
0,2015-01,6528,male,positive,company
1,2015-02,6790,male,positive,company
2,2015-03,7348,male,positive,company
3,2015-04,6110,male,positive,company
4,2015-05,3649,male,positive,company
5,2015-06,3150,male,positive,company
6,2015-07,6727,male,positive,company
7,2015-08,10705,male,positive,company
8,2015-09,8845,male,positive,company
9,2015-10,10751,male,positive,company
10,2015-11,7785,male,positive,company
11,2015-12,7871,male,positive,company
0,2015-01,1032,female,positive,company
1,2015-02,1025,female,positive,company
2,2015-03,798,female,positive,company
3,2015-04,885,female,positive,company
4,2015-05,398,female,positive,company
5,2015-06,453,female,positive,company
6,2015-07,4547,female,positive,company
7,2015-08,893,female,positive,company
8,2015-09,1370,female,positive,company
9,2015-10,1574,female,positive,company
10,2015-11,1186,female,positive,company
11,2015-12,977,female,positive,company
0,2015-01,3777,male,negative,business
1,2015-02,4842,male,negative,business
2,2015-03,5390,male,negative,business
3,2015-04,4019,male,negative,business
4,2015-05,2849,male,negative,business
5,2015-06,2331,male,negative,business
6,2015-07,5932,male,negative,business
7,2015-08,8126,male,negative,business
8,2015-09,9310,male,negative,business
9,2015-10,8913,male,negative,business
10,2015-11,6819,male,negative,business
11,2015-12,7526,male,negative,business
0,2015-01,565,female,negative,business
1,2015-02,756,female,negative,business
2,2015-03,786,female,negative,business
3,2015-04,827,female,negative,business
4,2015-05,822,female,negative,business
5,2015-06,378,female,negative,business
6,2015-07,1268,female,negative,business
7,2015-08,1777,female,negative,business
8,2015-09,1291,female,negative,business
9,2015-10,1361,female,negative,business
10,2015-11,1080,female,negative,business
11,2015-12,1365,female,negative,business
0,2015-01,7068,male,neutral,business
1,2015-02,8594,male,neutral,business
2,2015-03,9365,male,neutral,business
3,2015-04,6979,male,neutral,business
4,2015-05,4806,male,neutral,business
5,2015-06,4169,male,neutral,business
6,2015-07,9435,male,neutral,business
7,2015-08,12426,male,neutral,business
8,2015-09,12473,male,neutral,business
9,2015-10,14715,male,neutral,business
10,2015-11,9302,male,neutral,business
11,2015-12,14817,male,neutral,business
0,2015-01,924,female,neutral,business
1,2015-02,1397,female,neutral,business
2,2015-03,1284,female,neutral,business
3,2015-04,1117,female,neutral,business
4,2015-05,756,female,neutral,business
5,2015-06,650,female,neutral,business
6,2015-07,1805,female,neutral,business
7,2015-08,1773,female,neutral,business
8,2015-09,2360,female,neutral,business
9,2015-10,2388,female,neutral,business
10,2015-11,1502,female,neutral,business
11,2015-12,1572,female,neutral,business
0,2015-01,12515,male,positive,business
1,2015-02,13079,male,positive,business
2,2015-03,12968,male,positive,business
3,2015-04,9190,male,positive,business
4,2015-05,6770,male,positive,business
5,2015-06,5266,male,positive,business
6,2015-07,12439,male,positive,business
7,2015-08,16356,male,positive,business
8,2015-09,18308,male,positive,business
9,2015-10,18357,male,positive,business
10,2015-11,13172,male,positive,business
11,2015-12,13858,male,positive,business
0,2015-01,1447,female,positive,business
1,2015-02,1547,female,positive,business
2,2015-03,1773,female,positive,business
3,2015-04,1508,female,positive,business
4,2015-05,979,female,positive,business
5,2015-06,790,female,positive,business
6,2015-07,2386,female,positive,business
7,2015-08,2016,female,positive,business
8,2015-09,2953,female,positive,business
9,2015-10,2741,female,positive,business
10,2015-11,1907,female,positive,business
11,2015-12,2669,female,positive,business
0,2016-01,45,male,negative,market
1,2016-02,2587,male,negative,market
2,2016-03,15,male,negative,market
3,2016-04,2971,male,negative,market
4,2016-05,5536,male,negative,market
5,2016-06,74,male,negative,market
6,2016-07,3897,male,negative,market
7,2016-08,4306,male,negative,market
8,2016-09,5438,male,negative,market
9,2016-10,19,male,negative,market
10,2016-11,125,male,negative,market
11,2016-12,4569,male,negative,market
0,2016-01,5,female,negative,market
1,2016-02,490,female,negative,market
2,2016-03,4,female,negative,market
3,2016-04,292,female,negative,market
4,2016-05,889,female,negative,market
5,2016-06,6,female,negative,market
6,2016-07,466,female,negative,market
7,2016-08,512,female,negative,market
8,2016-09,730,female,negative,market
9,2016-10,2,female,negative,market
10,2016-11,11,female,negative,market
11,2016-12,756,female,negative,market
0,2016-01,182,male,neutral,market
1,2016-02,4719,male,neutral,market
2,2016-03,46,male,neutral,market
3,2016-04,5013,male,neutral,market
4,2016-05,9652,male,neutral,market
5,2016-06,246,male,neutral,market
6,2016-07,9832,male,neutral,market
7,2016-08,10186,male,neutral,market
8,2016-09,10725,male,neutral,market
9,2016-10,38,male,neutral,market
10,2016-11,243,male,neutral,market
11,2016-12,9818,male,neutral,market
0,2016-01,10,female,neutral,market
1,2016-02,376,female,neutral,market
2,2016-03,3,female,neutral,market
3,2016-04,628,female,neutral,market
4,2016-05,1167,female,neutral,market
5,2016-06,36,female,neutral,market
6,2016-07,1123,female,neutral,market
7,2016-08,1227,female,neutral,market
8,2016-09,1541,female,neutral,market
9,2016-10,5,female,neutral,market
10,2016-11,4,female,neutral,market
11,2016-12,1336,female,neutral,market
0,2016-01,132,male,positive,market
1,2016-02,4333,male,positive,market
2,2016-03,43,male,positive,market
3,2016-04,5030,male,positive,market
4,2016-05,11052,male,positive,market
5,2016-06,262,male,positive,market
6,2016-07,9619,male,positive,market
7,2016-08,10274,male,positive,market
8,2016-09,10119,male,positive,market
9,2016-10,47,male,positive,market
10,2016-11,237,male,positive,market
11,2016-12,8622,male,positive,market
0,2016-01,55,female,positive,market
1,2016-02,431,female,positive,market
2,2016-03,4,female,positive,market
3,2016-04,500,female,positive,market
4,2016-05,1044,female,positive,market
5,2016-06,16,female,positive,market
6,2016-07,861,female,positive,market
7,2016-08,1557,female,positive,market
8,2016-09,1399,female,positive,market
9,2016-10,29,female,positive,market
10,2016-11,26,female,positive,market
11,2016-12,1088,female,positive,market
0,2016-01,6,male,negative,banking
1,2016-02,262,male,negative,banking
2,2016-03,3,male,negative,banking
3,2016-04,224,male,negative,banking
4,2016-05,466,male,negative,banking
5,2016-06,6,male,negative,banking
6,2016-07,472,male,negative,banking
7,2016-08,1010,male,negative,banking
8,2016-09,790,male,negative,banking
9,2016-10,2,male,negative,banking
10,2016-11,5,male,negative,banking
11,2016-12,430,male,negative,banking
0,2016-02,93,female,negative,banking
1,2016-04,8,female,negative,banking
2,2016-05,20,female,negative,banking
3,2016-06,1,female,negative,banking
4,2016-07,83,female,negative,banking
5,2016-08,44,female,negative,banking
6,2016-09,101,female,negative,banking
7,2016-11,3,female,negative,banking
8,2016-12,34,female,negative,banking
0,2016-01,19,male,neutral,banking
1,2016-02,513,male,neutral,banking
2,2016-03,5,male,neutral,banking
3,2016-04,388,male,neutral,banking
4,2016-05,574,male,neutral,banking
5,2016-06,21,male,neutral,banking
6,2016-07,830,male,neutral,banking
7,2016-08,594,male,neutral,banking
8,2016-09,1700,male,neutral,banking
9,2016-10,3,male,neutral,banking
10,2016-11,34,male,neutral,banking
11,2016-12,1000,male,neutral,banking
0,2016-01,5,female,neutral,banking
1,2016-02,19,female,neutral,banking
2,2016-04,55,female,neutral,banking
3,2016-05,36,female,neutral,banking
4,2016-06,1,female,neutral,banking
5,2016-07,79,female,neutral,banking
6,2016-08,39,female,neutral,banking
7,2016-09,86,female,neutral,banking
8,2016-11,2,female,neutral,banking
9,2016-12,45,female,neutral,banking
0,2016-01,18,male,positive,banking
1,2016-02,294,male,positive,banking
2,2016-04,276,male,positive,banking
3,2016-05,841,male,positive,banking
4,2016-06,5,male,positive,banking
5,2016-07,546,male,positive,banking
6,2016-08,496,male,positive,banking
7,2016-09,582,male,positive,banking
8,2016-10,2,male,positive,banking
9,2016-11,9,male,positive,banking
10,2016-12,668,male,positive,banking
0,2016-01,2,female,positive,banking
1,2016-02,43,female,positive,banking
2,2016-04,48,female,positive,banking
3,2016-05,32,female,positive,banking
4,2016-06,1,female,positive,banking
5,2016-07,106,female,positive,banking
6,2016-08,53,female,positive,banking
7,2016-09,130,female,positive,banking
8,2016-12,43,female,positive,banking
0,2016-01,14,male,negative,investment
1,2016-02,821,male,negative,investment
2,2016-03,5,male,negative,investment
3,2016-04,761,male,negative,investment
4,2016-05,1951,male,negative,investment
5,2016-06,10,male,negative,investment
6,2016-07,1579,male,negative,investment
7,2016-08,2054,male,negative,investment
8,2016-09,1877,male,negative,investment
9,2016-10,7,male,negative,investment
10,2016-11,43,male,negative,investment
11,2016-12,1259,male,negative,investment
0,2016-01,5,female,negative,investment
1,2016-02,63,female,negative,investment
2,2016-04,79,female,negative,investment
3,2016-05,291,female,negative,investment
4,2016-06,1,female,negative,investment
5,2016-07,383,female,negative,investment
6,2016-08,101,female,negative,investment
7,2016-09,261,female,negative,investment
8,2016-10,1,female,negative,investment
9,2016-11,3,female,negative,investment
10,2016-12,358,female,negative,investment
0,2016-01,24,male,neutral,investment
1,2016-02,1381,male,neutral,investment
2,2016-03,15,male,neutral,investment
3,2016-04,1701,male,neutral,investment
4,2016-05,4351,male,neutral,investment
5,2016-06,47,male,neutral,investment
6,2016-07,3046,male,neutral,investment
7,2016-08,3999,male,neutral,investment
8,2016-09,3988,male,neutral,investment
9,2016-10,26,male,neutral,investment
10,2016-11,53,male,neutral,investment
11,2016-12,3304,male,neutral,investment
0,2016-02,209,female,neutral,investment
1,2016-03,2,female,neutral,investment
2,2016-04,290,female,neutral,investment
3,2016-05,319,female,neutral,investment
4,2016-06,5,female,neutral,investment
5,2016-07,458,female,neutral,investment
6,2016-08,473,female,neutral,investment
7,2016-09,516,female,neutral,investment
8,2016-10,3,female,neutral,investment
9,2016-11,4,female,neutral,investment
10,2016-12,282,female,neutral,investment
0,2016-01,49,male,positive,investment
1,2016-02,2725,male,positive,investment
2,2016-03,15,male,positive,investment
3,2016-04,2448,male,positive,investment
4,2016-05,5768,male,positive,investment
5,2016-06,76,male,positive,investment
6,2016-07,5658,male,positive,investment
7,2016-08,6188,male,positive,investment
8,2016-09,7252,male,positive,investment
9,2016-10,33,male,positive,investment
10,2016-11,80,male,positive,investment
11,2016-12,5454,male,positive,investment
0,2016-01,6,female,positive,investment
1,2016-02,322,female,positive,investment
2,2016-03,5,female,positive,investment
3,2016-04,508,female,positive,investment
4,2016-05,933,female,positive,investment
5,2016-06,23,female,positive,investment
6,2016-07,941,female,positive,investment
7,2016-08,1008,female,positive,investment
8,2016-09,1110,female,positive,investment
9,2016-10,5,female,positive,investment
10,2016-11,9,female,positive,investment
11,2016-12,896,female,positive,investment
0,2016-01,11,male,negative,stock
1,2016-02,397,male,negative,stock
2,2016-03,3,male,negative,stock
3,2016-04,900,male,negative,stock
4,2016-05,867,male,negative,stock
5,2016-06,15,male,negative,stock
6,2016-07,764,male,negative,stock
7,2016-08,846,male,negative,stock
8,2016-09,978,male,negative,stock
9,2016-10,5,male,negative,stock
10,2016-11,28,male,negative,stock
11,2016-12,970,male,negative,stock
0,2016-01,1,female,negative,stock
1,2016-02,18,female,negative,stock
2,2016-04,35,female,negative,stock
3,2016-05,203,female,negative,stock
4,2016-06,1,female,negative,stock
5,2016-07,53,female,negative,stock
6,2016-08,75,female,negative,stock
7,2016-09,247,female,negative,stock
8,2016-11,1,female,negative,stock
9,2016-12,78,female,negative,stock
0,2016-01,10,male,neutral,stock
1,2016-02,613,male,neutral,stock
2,2016-03,4,male,neutral,stock
3,2016-04,599,male,neutral,stock
4,2016-05,1448,male,neutral,stock
5,2016-06,14,male,neutral,stock
6,2016-07,1435,male,neutral,stock
7,2016-08,1472,male,neutral,stock
8,2016-09,1355,male,neutral,stock
9,2016-10,8,male,neutral,stock
10,2016-11,27,male,neutral,stock
11,2016-12,1157,male,neutral,stock
0,2016-01,2,female,neutral,stock
1,2016-02,44,female,neutral,stock
2,2016-03,2,female,neutral,stock
3,2016-04,71,female,neutral,stock
4,2016-05,108,female,neutral,stock
5,2016-06,12,female,neutral,stock
6,2016-07,80,female,neutral,stock
7,2016-08,105,female,neutral,stock
8,2016-09,163,female,neutral,stock
9,2016-11,2,female,neutral,stock
10,2016-12,586,female,neutral,stock
0,2016-01,11,male,positive,stock
1,2016-02,351,male,positive,stock
2,2016-03,3,male,positive,stock
3,2016-04,448,male,positive,stock
4,2016-05,733,male,positive,stock
5,2016-06,17,male,positive,stock
6,2016-07,760,male,positive,stock
7,2016-08,752,male,positive,stock
8,2016-09,826,male,positive,stock
9,2016-10,2,male,positive,stock
10,2016-11,23,male,positive,stock
11,2016-12,1014,male,positive,stock
0,2016-01,2,female,positive,stock
1,2016-02,19,female,positive,stock
2,2016-04,47,female,positive,stock
3,2016-05,236,female,positive,stock
4,2016-07,90,female,positive,stock
5,2016-08,59,female,positive,stock
6,2016-09,113,female,positive,stock
7,2016-12,72,female,positive,stock
0,2016-01,18,male,negative,management
1,2016-02,783,male,negative,management
2,2016-03,2,male,negative,management
3,2016-04,999,male,negative,management
4,2016-05,2002,male,negative,management
5,2016-06,73,male,negative,management
6,2016-07,1914,male,negative,management
7,2016-08,1335,male,negative,management
8,2016-09,1466,male,negative,management
9,2016-10,6,male,negative,management
10,2016-11,34,male,negative,management
11,2016-12,1410,male,negative,management
0,2016-01,3,female,negative,management
1,2016-02,62,female,negative,management
2,2016-03,1,female,negative,management
3,2016-04,126,female,negative,management
4,2016-05,139,female,negative,management
5,2016-06,3,female,negative,management
6,2016-07,227,female,negative,management
7,2016-08,349,female,negative,management
8,2016-09,406,female,negative,management
9,2016-11,2,female,negative,management
10,2016-12,416,female,negative,management
0,2016-01,70,male,neutral,management
1,2016-02,1453,male,neutral,management
2,2016-03,10,male,neutral,management
3,2016-04,1285,male,neutral,management
4,2016-05,3377,male,neutral,management
5,2016-06,50,male,neutral,management
6,2016-07,2930,male,neutral,management
7,2016-08,3345,male,neutral,management
8,2016-09,3081,male,neutral,management
9,2016-10,12,male,neutral,management
10,2016-11,55,male,neutral,management
11,2016-12,3324,male,neutral,management
0,2016-01,14,female,neutral,management
1,2016-02,214,female,neutral,management
