,date,numOccurrences,gender,sentiment,topic
10,2015-11,102,male,positive,pets
11,2015-12,87,male,positive,pets
0,2015-01,49,female,positive,pets
1,2015-02,37,female,positive,pets
2,2015-03,32,female,positive,pets
3,2015-04,20,female,positive,pets
4,2015-05,25,female,positive,pets
5,2015-06,16,female,positive,pets
6,2015-07,28,female,positive,pets
7,2015-08,50,female,positive,pets
8,2015-09,43,female,positive,pets
9,2015-10,61,female,positive,pets
10,2015-11,74,female,positive,pets
11,2015-12,91,female,positive,pets
0,2015-01,267,male,negative,fashion
1,2015-02,405,male,negative,fashion
2,2015-03,368,male,negative,fashion
3,2015-04,167,male,negative,fashion
4,2015-05,140,male,negative,fashion
5,2015-06,152,male,negative,fashion
6,2015-07,1436,male,negative,fashion
7,2015-08,266,male,negative,fashion
8,2015-09,370,male,negative,fashion
9,2015-10,799,male,negative,fashion
10,2015-11,217,male,negative,fashion
11,2015-12,515,male,negative,fashion
0,2015-01,54,female,negative,fashion
1,2015-02,142,female,negative,fashion
2,2015-03,358,female,negative,fashion
3,2015-04,83,female,negative,fashion
4,2015-05,80,female,negative,fashion
5,2015-06,43,female,negative,fashion
6,2015-07,78,female,negative,fashion
7,2015-08,188,female,negative,fashion
8,2015-09,280,female,negative,fashion
9,2015-10,102,female,negative,fashion
10,2015-11,105,female,negative,fashion
11,2015-12,81,female,negative,fashion
0,2015-01,662,male,neutral,fashion
1,2015-02,732,male,neutral,fashion
2,2015-03,830,male,neutral,fashion
3,2015-04,769,male,neutral,fashion
4,2015-05,372,male,neutral,fashion
5,2015-06,269,male,neutral,fashion
6,2015-07,769,male,neutral,fashion
7,2015-08,1686,male,neutral,fashion
8,2015-09,1319,male,neutral,fashion
9,2015-10,1055,male,neutral,fashion
10,2015-11,766,male,neutral,fashion
11,2015-12,1024,male,neutral,fashion
0,2015-01,213,female,neutral,fashion
1,2015-02,432,female,neutral,fashion
2,2015-03,486,female,neutral,fashion
3,2015-04,251,female,neutral,fashion
4,2015-05,178,female,neutral,fashion
5,2015-06,83,female,neutral,fashion
6,2015-07,419,female,neutral,fashion
7,2015-08,422,female,neutral,fashion
8,2015-09,769,female,neutral,fashion
9,2015-10,657,female,neutral,fashion
10,2015-11,347,female,neutral,fashion
11,2015-12,531,female,neutral,fashion
0,2015-01,706,male,positive,fashion
1,2015-02,805,male,positive,fashion
2,2015-03,650,male,positive,fashion
3,2015-04,620,male,positive,fashion
4,2015-05,351,male,positive,fashion
5,2015-06,390,male,positive,fashion
6,2015-07,838,male,positive,fashion
7,2015-08,992,male,positive,fashion
8,2015-09,1830,male,positive,fashion
9,2015-10,1667,male,positive,fashion
10,2015-11,1072,male,positive,fashion
11,2015-12,741,male,positive,fashion
0,2015-01,417,female,positive,fashion
1,2015-02,637,female,positive,fashion
2,2015-03,654,female,positive,fashion
3,2015-04,635,female,positive,fashion
4,2015-05,262,female,positive,fashion
5,2015-06,154,female,positive,fashion
6,2015-07,316,female,positive,fashion
7,2015-08,803,female,positive,fashion
8,2015-09,1434,female,positive,fashion
9,2015-10,673,female,positive,fashion
10,2015-11,370,female,positive,fashion
11,2015-12,695,female,positive,fashion
0,2015-01,215,male,negative,clothes
1,2015-02,380,male,negative,clothes
2,2015-03,692,male,negative,clothes
3,2015-04,349,male,negative,clothes
4,2015-05,82,male,negative,clothes
5,2015-06,109,male,negative,clothes
6,2015-07,358,male,negative,clothes
7,2015-08,490,male,negative,clothes
8,2015-09,469,male,negative,clothes
9,2015-10,421,male,negative,clothes
10,2015-11,413,male,negative,clothes
11,2015-12,528,male,negative,clothes
0,2015-01,108,female,negative,clothes
1,2015-02,91,female,negative,clothes
2,2015-03,237,female,negative,clothes
3,2015-04,154,female,negative,clothes
4,2015-05,91,female,negative,clothes
5,2015-06,98,female,negative,clothes
6,2015-07,164,female,negative,clothes
7,2015-08,129,female,negative,clothes
8,2015-09,253,female,negative,clothes
9,2015-10,160,female,negative,clothes
10,2015-11,134,female,negative,clothes
11,2015-12,308,female,negative,clothes
0,2015-01,374,male,neutral,clothes
1,2015-02,515,male,neutral,clothes
2,2015-03,417,male,neutral,clothes
3,2015-04,280,male,neutral,clothes
4,2015-05,282,male,neutral,clothes
5,2015-06,190,male,neutral,clothes
6,2015-07,874,male,neutral,clothes
7,2015-08,493,male,neutral,clothes
8,2015-09,628,male,neutral,clothes
9,2015-10,743,male,neutral,clothes
10,2015-11,704,male,neutral,clothes
11,2015-12,622,male,neutral,clothes
0,2015-01,195,female,neutral,clothes
1,2015-02,229,female,neutral,clothes
2,2015-03,219,female,neutral,clothes
3,2015-04,188,female,neutral,clothes
4,2015-05,196,female,neutral,clothes
5,2015-06,97,female,neutral,clothes
6,2015-07,216,female,neutral,clothes
7,2015-08,261,female,neutral,clothes
8,2015-09,537,female,neutral,clothes
9,2015-10,582,female,neutral,clothes
10,2015-11,410,female,neutral,clothes
11,2015-12,365,female,neutral,clothes
0,2015-01,154,male,positive,clothes
1,2015-02,235,male,positive,clothes
2,2015-03,223,male,positive,clothes
3,2015-04,123,male,positive,clothes
4,2015-05,71,male,positive,clothes
5,2015-06,84,male,positive,clothes
6,2015-07,151,male,positive,clothes
7,2015-08,288,male,positive,clothes
8,2015-09,330,male,positive,clothes
9,2015-10,441,male,positive,clothes
10,2015-11,159,male,positive,clothes
11,2015-12,309,male,positive,clothes
0,2015-01,154,female,positive,clothes
1,2015-02,179,female,positive,clothes
2,2015-03,136,female,positive,clothes
3,2015-04,137,female,positive,clothes
4,2015-05,93,female,positive,clothes
5,2015-06,80,female,positive,clothes
6,2015-07,158,female,positive,clothes
7,2015-08,302,female,positive,clothes
8,2015-09,441,female,positive,clothes
9,2015-10,304,female,positive,clothes
10,2015-11,350,female,positive,clothes
11,2015-12,254,female,positive,clothes
0,2015-01,1279,male,negative,food
1,2015-02,1612,male,negative,food
2,2015-03,2044,male,negative,food
3,2015-04,1823,male,negative,food
4,2015-05,1237,male,negative,food
5,2015-06,956,male,negative,food
6,2015-07,2434,male,negative,food
7,2015-08,3305,male,negative,food
8,2015-09,4021,male,negative,food
9,2015-10,3311,male,negative,food
10,2015-11,2592,male,negative,food
11,2015-12,3020,male,negative,food
0,2015-01,534,female,negative,food
1,2015-02,629,female,negative,food
2,2015-03,859,female,negative,food
3,2015-04,593,female,negative,food
4,2015-05,269,female,negative,food
5,2015-06,268,female,negative,food
6,2015-07,740,female,negative,food
7,2015-08,993,female,negative,food
8,2015-09,1021,female,negative,food
9,2015-10,1008,female,negative,food
10,2015-11,1067,female,negative,food
11,2015-12,1364,female,negative,food
0,2015-01,2653,male,neutral,food
1,2015-02,2337,male,neutral,food
2,2015-03,2494,male,neutral,food
3,2015-04,2251,male,neutral,food
4,2015-05,1552,male,neutral,food
5,2015-06,1287,male,neutral,food
6,2015-07,2335,male,neutral,food
7,2015-08,3575,male,neutral,food
8,2015-09,3971,male,neutral,food
9,2015-10,3903,male,neutral,food
10,2015-11,3091,male,neutral,food
11,2015-12,3294,male,neutral,food
0,2015-01,1041,female,neutral,food
1,2015-02,786,female,neutral,food
2,2015-03,778,female,neutral,food
3,2015-04,725,female,neutral,food
4,2015-05,378,female,neutral,food
5,2015-06,392,female,neutral,food
6,2015-07,914,female,neutral,food
7,2015-08,1451,female,neutral,food
8,2015-09,1363,female,neutral,food
9,2015-10,1598,female,neutral,food
10,2015-11,1088,female,neutral,food
11,2015-12,1226,female,neutral,food
0,2015-01,2117,male,positive,food
1,2015-02,2525,male,positive,food
2,2015-03,2494,male,positive,food
3,2015-04,1995,male,positive,food
4,2015-05,1382,male,positive,food
5,2015-06,1090,male,positive,food
6,2015-07,3251,male,positive,food
7,2015-08,3568,male,positive,food
8,2015-09,4856,male,positive,food
9,2015-10,4453,male,positive,food
10,2015-11,4224,male,positive,food
11,2015-12,3453,male,positive,food
0,2015-01,588,female,positive,food
1,2015-02,627,female,positive,food
2,2015-03,682,female,positive,food
3,2015-04,850,female,positive,food
4,2015-05,478,female,positive,food
5,2015-06,276,female,positive,food
6,2015-07,1085,female,positive,food
7,2015-08,1589,female,positive,food
8,2015-09,2161,female,positive,food
9,2015-10,1447,female,positive,food
10,2015-11,1109,female,positive,food
11,2015-12,970,female,positive,food
0,2015-01,841,male,negative,travel
1,2015-02,766,male,negative,travel
2,2015-03,927,male,negative,travel
3,2015-04,539,male,negative,travel
4,2015-05,1065,male,negative,travel
5,2015-06,319,male,negative,travel
6,2015-07,1161,male,negative,travel
7,2015-08,2044,male,negative,travel
8,2015-09,1044,male,negative,travel
9,2015-10,917,male,negative,travel
10,2015-11,722,male,negative,travel
11,2015-12,1732,male,negative,travel
0,2015-01,82,female,negative,travel
1,2015-02,204,female,negative,travel
2,2015-03,174,female,negative,travel
3,2015-04,107,female,negative,travel
4,2015-05,143,female,negative,travel
5,2015-06,83,female,negative,travel
6,2015-07,276,female,negative,travel
7,2015-08,191,female,negative,travel
8,2015-09,981,female,negative,travel
9,2015-10,300,female,negative,travel
10,2015-11,207,female,negative,travel
11,2015-12,226,female,negative,travel
0,2015-01,1753,male,neutral,travel
1,2015-02,1772,male,neutral,travel
2,2015-03,2515,male,neutral,travel
3,2015-04,1379,male,neutral,travel
4,2015-05,789,male,neutral,travel
5,2015-06,822,male,neutral,travel
6,2015-07,1405,male,neutral,travel
7,2015-08,3180,male,neutral,travel
8,2015-09,2763,male,neutral,travel
9,2015-10,2118,male,neutral,travel
10,2015-11,1902,male,neutral,travel
11,2015-12,3116,male,neutral,travel
0,2015-01,249,female,neutral,travel
1,2015-02,279,female,neutral,travel
2,2015-03,312,female,neutral,travel
3,2015-04,255,female,neutral,travel
4,2015-05,119,female,neutral,travel
5,2015-06,207,female,neutral,travel
6,2015-07,719,female,neutral,travel
7,2015-08,516,female,neutral,travel
8,2015-09,867,female,neutral,travel
9,2015-10,513,female,neutral,travel
10,2015-11,244,female,neutral,travel
11,2015-12,471,female,neutral,travel
0,2015-01,1565,male,positive,travel
1,2015-02,1125,male,positive,travel
2,2015-03,1629,male,positive,travel
3,2015-04,1057,male,positive,travel
4,2015-05,766,male,positive,travel
5,2015-06,600,male,positive,travel
6,2015-07,1713,male,positive,travel
7,2015-08,3013,male,positive,travel
8,2015-09,2862,male,positive,travel
9,2015-10,2082,male,positive,travel
10,2015-11,1737,male,positive,travel
11,2015-12,2423,male,positive,travel
0,2015-01,276,female,positive,travel
1,2015-02,185,female,positive,travel
2,2015-03,244,female,positive,travel
3,2015-04,303,female,positive,travel
4,2015-05,174,female,positive,travel
5,2015-06,128,female,positive,travel
6,2015-07,321,female,positive,travel
7,2015-08,445,female,positive,travel
8,2015-09,435,female,positive,travel
9,2015-10,557,female,positive,travel
10,2015-11,398,female,positive,travel
11,2015-12,318,female,positive,travel
0,2015-01,300,male,negative,shopping
1,2015-02,303,male,negative,shopping
2,2015-03,173,male,negative,shopping
3,2015-04,187,male,negative,shopping
4,2015-05,296,male,negative,shopping
5,2015-06,63,male,negative,shopping
6,2015-07,167,male,negative,shopping
7,2015-08,274,male,negative,shopping
8,2015-09,292,male,negative,shopping
9,2015-10,441,male,negative,shopping
10,2015-11,240,male,negative,shopping
11,2015-12,320,male,negative,shopping
0,2015-01,81,female,negative,shopping
1,2015-02,24,female,negative,shopping
2,2015-03,51,female,negative,shopping
3,2015-04,293,female,negative,shopping
4,2015-05,29,female,negative,shopping
5,2015-06,45,female,negative,shopping
6,2015-07,66,female,negative,shopping
7,2015-08,78,female,negative,shopping
8,2015-09,55,female,negative,shopping
9,2015-10,36,female,negative,shopping
10,2015-11,77,female,negative,shopping
11,2015-12,78,female,negative,shopping
0,2015-01,327,male,neutral,shopping
1,2015-02,425,male,neutral,shopping
2,2015-03,353,male,neutral,shopping
3,2015-04,356,male,neutral,shopping
4,2015-05,631,male,neutral,shopping
5,2015-06,174,male,neutral,shopping
6,2015-07,499,male,neutral,shopping
7,2015-08,603,male,neutral,shopping
8,2015-09,499,male,neutral,shopping
9,2015-10,468,male,neutral,shopping
10,2015-11,605,male,neutral,shopping
11,2015-12,619,male,neutral,shopping
0,2015-01,97,female,neutral,shopping
1,2015-02,86,female,neutral,shopping
2,2015-03,113,female,neutral,shopping
3,2015-04,257,female,neutral,shopping
4,2015-05,42,female,neutral,shopping
5,2015-06,76,female,neutral,shopping
6,2015-07,125,female,neutral,shopping
7,2015-08,143,female,neutral,shopping
8,2015-09,121,female,neutral,shopping
9,2015-10,88,female,neutral,shopping
10,2015-11,139,female,neutral,shopping
11,2015-12,361,female,neutral,shopping
0,2015-01,557,male,positive,shopping
1,2015-02,526,male,positive,shopping
2,2015-03,480,male,positive,shopping
3,2015-04,474,male,positive,shopping
4,2015-05,230,male,positive,shopping
5,2015-06,339,male,positive,shopping
6,2015-07,609,male,positive,shopping
7,2015-08,911,male,positive,shopping
8,2015-09,804,male,positive,shopping
9,2015-10,865,male,positive,shopping
10,2015-11,905,male,positive,shopping
11,2015-12,932,male,positive,shopping
0,2015-01,88,female,positive,shopping
1,2015-02,174,female,positive,shopping
2,2015-03,100,female,positive,shopping
3,2015-04,115,female,positive,shopping
4,2015-05,61,female,positive,shopping
5,2015-06,83,female,positive,shopping
6,2015-07,169,female,positive,shopping
7,2015-08,199,female,positive,shopping
8,2015-09,353,female,positive,shopping
9,2015-10,271,female,positive,shopping
10,2015-11,251,female,positive,shopping
11,2015-12,215,female,positive,shopping
0,2016-01,2,male,negative,pets
1,2016-02,93,male,negative,pets
2,2016-03,1,male,negative,pets
3,2016-04,45,male,negative,pets
4,2016-05,102,male,negative,pets
5,2016-06,2,male,negative,pets
6,2016-07,118,male,negative,pets
7,2016-08,199,male,negative,pets
8,2016-09,235,male,negative,pets
9,2016-10,27,male,negative,pets
10,2016-11,2,male,negative,pets
11,2016-12,214,male,negative,pets
0,2016-02,72,female,negative,pets
1,2016-04,17,female,negative,pets
2,2016-05,30,female,negative,pets
3,2016-06,9,female,negative,pets
4,2016-07,29,female,negative,pets
5,2016-08,44,female,negative,pets
6,2016-09,48,female,negative,pets
7,2016-12,162,female,negative,pets
0,2016-02,52,male,neutral,pets
1,2016-04,38,male,neutral,pets
2,2016-05,304,male,neutral,pets
3,2016-07,127,male,neutral,pets
4,2016-08,105,male,neutral,pets
5,2016-09,204,male,neutral,pets
6,2016-10,1,male,neutral,pets
7,2016-11,11,male,neutral,pets
8,2016-12,377,male,neutral,pets
0,2016-02,6,female,neutral,pets
1,2016-04,13,female,neutral,pets
2,2016-05,165,female,neutral,pets
3,2016-07,50,female,neutral,pets
4,2016-08,175,female,neutral,pets
5,2016-09,21,female,neutral,pets
6,2016-11,1,female,neutral,pets
7,2016-12,75,female,neutral,pets
0,2016-01,2,male,positive,pets
1,2016-02,45,male,positive,pets
2,2016-03,1,male,positive,pets
3,2016-04,61,male,positive,pets
4,2016-05,77,male,positive,pets
5,2016-07,99,male,positive,pets
6,2016-08,124,male,positive,pets
7,2016-09,138,male,positive,pets
8,2016-10,1,male,positive,pets
9,2016-11,101,male,positive,pets
10,2016-12,154,male,positive,pets
0,2016-02,85,female,positive,pets
1,2016-04,37,female,positive,pets
2,2016-05,107,female,positive,pets
3,2016-07,50,female,positive,pets
4,2016-08,69,female,positive,pets
5,2016-09,59,female,positive,pets
6,2016-11,2,female,positive,pets
7,2016-12,152,female,positive,pets
0,2016-01,48,male,negative,fashion
1,2016-02,248,male,negative,fashion
2,2016-03,2,male,negative,fashion
3,2016-04,735,male,negative,fashion
4,2016-05,718,male,negative,fashion
5,2016-06,14,male,negative,fashion
6,2016-07,516,male,negative,fashion
7,2016-08,469,male,negative,fashion
8,2016-09,817,male,negative,fashion
9,2016-10,6,male,negative,fashion
10,2016-11,8,male,negative,fashion
11,2016-12,396,male,negative,fashion
0,2016-02,132,female,negative,fashion
1,2016-03,1,female,negative,fashion
2,2016-04,126,female,negative,fashion
3,2016-05,117,female,negative,fashion
4,2016-06,2,female,negative,fashion
5,2016-07,323,female,negative,fashion
6,2016-08,265,female,negative,fashion
7,2016-09,441,female,negative,fashion
8,2016-11,1,female,negative,fashion
9,2016-12,137,female,negative,fashion
0,2016-01,16,male,neutral,fashion
1,2016-02,814,male,neutral,fashion
2,2016-03,9,male,neutral,fashion
3,2016-04,432,male,neutral,fashion
4,2016-05,1288,male,neutral,fashion
5,2016-06,16,male,neutral,fashion
6,2016-07,626,male,neutral,fashion
7,2016-08,1290,male,neutral,fashion
8,2016-09,2278,male,neutral,fashion
9,2016-10,6,male,neutral,fashion
10,2016-11,32,male,neutral,fashion
11,2016-12,1264,male,neutral,fashion
0,2016-01,14,female,neutral,fashion
1,2016-02,318,female,neutral,fashion
2,2016-03,4,female,neutral,fashion
3,2016-04,252,female,neutral,fashion
4,2016-05,481,female,neutral,fashion
5,2016-06,8,female,neutral,fashion
6,2016-07,484,female,neutral,fashion
7,2016-08,391,female,neutral,fashion
8,2016-09,538,female,neutral,fashion
9,2016-10,2,female,neutral,fashion
10,2016-11,1770,female,neutral,fashion
11,2016-12,463,female,neutral,fashion
0,2016-01,7,male,positive,fashion
1,2016-02,373,male,positive,fashion
2,2016-03,8,male,positive,fashion
3,2016-04,559,male,positive,fashion
4,2016-05,943,male,positive,fashion
5,2016-06,19,male,positive,fashion
6,2016-07,1225,male,positive,fashion
7,2016-08,1216,male,positive,fashion
8,2016-09,1353,male,positive,fashion
9,2016-10,10,male,positive,fashion
10,2016-11,17,male,positive,fashion
11,2016-12,1030,male,positive,fashion
0,2016-01,27,female,positive,fashion
1,2016-02,524,female,positive,fashion
2,2016-03,3,female,positive,fashion
3,2016-04,300,female,positive,fashion
4,2016-05,926,female,positive,fashion
5,2016-06,7,female,positive,fashion
6,2016-07,493,female,positive,fashion
7,2016-08,462,female,positive,fashion
8,2016-09,1068,female,positive,fashion
9,2016-10,6,female,positive,fashion
10,2016-11,14,female,positive,fashion
11,2016-12,715,female,positive,fashion
0,2016-01,6,male,negative,clothes
1,2016-02,132,male,negative,clothes
2,2016-03,2,male,negative,clothes
3,2016-04,219,male,negative,clothes
4,2016-05,874,male,negative,clothes
5,2016-06,7,male,negative,clothes
6,2016-07,544,male,negative,clothes
7,2016-08,1392,male,negative,clothes
8,2016-09,841,male,negative,clothes
9,2016-11,23,male,negative,clothes
10,2016-12,387,male,negative,clothes
0,2016-01,3,female,negative,clothes
1,2016-02,134,female,negative,clothes
2,2016-03,3,female,negative,clothes
3,2016-04,87,female,negative,clothes
4,2016-05,444,female,negative,clothes
5,2016-06,1,female,negative,clothes
6,2016-07,295,female,negative,clothes
7,2016-08,173,female,negative,clothes
8,2016-09,266,female,negative,clothes
9,2016-11,4,female,negative,clothes
10,2016-12,220,female,negative,clothes
0,2016-01,92,male,neutral,clothes
1,2016-02,783,male,neutral,clothes
2,2016-03,3,male,neutral,clothes
3,2016-04,211,male,neutral,clothes
4,2016-05,610,male,neutral,clothes
5,2016-06,20,male,neutral,clothes
6,2016-07,736,male,neutral,clothes
7,2016-08,645,male,neutral,clothes
8,2016-09,748,male,neutral,clothes
9,2016-10,3,male,neutral,clothes
10,2016-11,12,male,neutral,clothes
11,2016-12,634,male,neutral,clothes
0,2016-02,192,female,neutral,clothes
1,2016-04,165,female,neutral,clothes
2,2016-05,518,female,neutral,clothes
3,2016-06,30,female,neutral,clothes
4,2016-07,381,female,neutral,clothes
5,2016-08,381,female,neutral,clothes
6,2016-09,434,female,neutral,clothes
7,2016-10,3,female,neutral,clothes
8,2016-11,14,female,neutral,clothes
9,2016-12,245,female,neutral,clothes
0,2016-01,8,male,positive,clothes
1,2016-02,281,male,positive,clothes
2,2016-03,2,male,positive,clothes
3,2016-04,220,male,positive,clothes
4,2016-05,343,male,positive,clothes
5,2016-06,9,male,positive,clothes
6,2016-07,331,male,positive,clothes
7,2016-08,287,male,positive,clothes
8,2016-09,689,male,positive,clothes
9,2016-10,2,male,positive,clothes
10,2016-11,39,male,positive,clothes
11,2016-12,800,male,positive,clothes
0,2016-01,2,female,positive,clothes
1,2016-02,280,female,positive,clothes
2,2016-03,1,female,positive,clothes
3,2016-04,94,female,positive,clothes
4,2016-05,284,female,positive,clothes
5,2016-06,3,female,positive,clothes
6,2016-07,375,female,positive,clothes
7,2016-08,243,female,positive,clothes
8,2016-09,759,female,positive,clothes
9,2016-10,2,female,positive,clothes
10,2016-11,31,female,positive,clothes
11,2016-12,348,female,positive,clothes
0,2016-01,97,male,negative,food
1,2016-02,1262,male,negative,food
2,2016-03,20,male,negative,food
3,2016-04,1306,male,negative,food
4,2016-05,3555,male,negative,food
5,2016-06,39,male,negative,food
6,2016-07,3165,male,negative,food
7,2016-08,3218,male,negative,food
8,2016-09,3452,male,negative,food
9,2016-10,1658,male,negative,food
10,2016-11,104,male,negative,food
11,2016-12,2260,male,negative,food
0,2016-01,9,female,negative,food
1,2016-02,546,female,negative,food
2,2016-03,4,female,negative,food
3,2016-04,374,female,negative,food
4,2016-05,1136,female,negative,food
5,2016-06,15,female,negative,food
6,2016-07,1128,female,negative,food
7,2016-08,1584,female,negative,food
8,2016-09,1112,female,negative,food
9,2016-10,7,female,negative,food
10,2016-11,29,female,negative,food
11,2016-12,628,female,negative,food
0,2016-01,54,male,neutral,food
1,2016-02,1419,male,neutral,food
2,2016-03,17,male,neutral,food
3,2016-04,1857,male,neutral,food
4,2016-05,4295,male,neutral,food
5,2016-06,56,male,neutral,food
6,2016-07,3458,male,neutral,food
7,2016-08,3471,male,neutral,food
8,2016-09,3960,male,neutral,food
9,2016-10,12,male,neutral,food
10,2016-11,110,male,neutral,food
11,2016-12,3298,male,neutral,food
0,2016-01,16,female,neutral,food
1,2016-02,635,female,neutral,food
2,2016-03,5,female,neutral,food
3,2016-04,546,female,neutral,food
4,2016-05,1806,female,neutral,food
5,2016-06,24,female,neutral,food
6,2016-07,1662,female,neutral,food
7,2016-08,1128,female,neutral,food
8,2016-09,1369,female,neutral,food
9,2016-10,3,female,neutral,food
10,2016-11,68,female,neutral,food
11,2016-12,884,female,neutral,food
0,2016-01,42,male,positive,food
1,2016-02,1760,male,positive,food
2,2016-03,25,male,positive,food
3,2016-04,1764,male,positive,food
4,2016-05,4042,male,positive,food
5,2016-06,88,male,positive,food
6,2016-07,3812,male,positive,food
7,2016-08,4716,male,positive,food
8,2016-09,4710,male,positive,food
9,2016-10,30,male,positive,food
10,2016-11,51,male,positive,food
11,2016-12,4268,male,positive,food
0,2016-01,92,female,positive,food
1,2016-02,510,female,positive,food
2,2016-03,3,female,positive,food
3,2016-04,488,female,positive,food
4,2016-05,1992,female,positive,food
5,2016-06,14,female,positive,food
6,2016-07,1635,female,positive,food
7,2016-08,1487,female,positive,food
8,2016-09,1844,female,positive,food
9,2016-10,10,female,positive,food
10,2016-11,146,female,positive,food
11,2016-12,1280,female,positive,food
0,2016-01,24,male,negative,travel
1,2016-02,568,male,negative,travel
2,2016-03,5,male,negative,travel
3,2016-04,653,male,negative,travel
4,2016-05,1635,male,negative,travel
5,2016-06,21,male,negative,travel
6,2016-07,1181,male,negative,travel
7,2016-08,1825,male,negative,travel
8,2016-09,1464,male,negative,travel
9,2016-10,3,male,negative,travel
10,2016-11,13,male,negative,travel
11,2016-12,1388,male,negative,travel
0,2016-01,1,female,negative,travel
1,2016-02,76,female,negative,travel
2,2016-03,2,female,negative,travel
3,2016-04,72,female,negative,travel
4,2016-05,592,female,negative,travel
5,2016-06,10,female,negative,travel
6,2016-07,314,female,negative,travel
7,2016-08,290,female,negative,travel
8,2016-09,258,female,negative,travel
9,2016-11,4,female,negative,travel
10,2016-12,205,female,negative,travel
0,2016-01,36,male,neutral,travel
1,2016-02,867,male,neutral,travel
2,2016-03,10,male,neutral,travel
3,2016-04,1003,male,neutral,travel
4,2016-05,2908,male,neutral,travel
5,2016-06,42,male,neutral,travel
6,2016-07,2455,male,neutral,travel
7,2016-08,4168,male,neutral,travel
8,2016-09,3360,male,neutral,travel
9,2016-10,10,male,neutral,travel
10,2016-11,225,male,neutral,travel
11,2016-12,3914,male,neutral,travel
0,2016-01,5,female,neutral,travel
1,2016-02,264,female,neutral,travel
2,2016-03,2,female,neutral,travel
3,2016-04,270,female,neutral,travel
4,2016-05,705,female,neutral,travel
5,2016-06,8,female,neutral,travel
6,2016-07,521,female,neutral,travel
7,2016-08,544,female,neutral,travel
8,2016-09,312,female,neutral,travel
9,2016-10,3,female,neutral,travel
10,2016-11,14,female,neutral,travel
11,2016-12,468,female,neutral,travel
0,2016-01,14,male,positive,travel
1,2016-02,994,male,positive,travel
2,2016-03,74,male,positive,travel
3,2016-04,1031,male,positive,travel
4,2016-05,2398,male,positive,travel
5,2016-06,33,male,positive,travel
6,2016-07,2117,male,positive,travel
7,2016-08,2592,male,positive,travel
8,2016-09,2339,male,positive,travel
9,2016-10,8,male,positive,travel
10,2016-11,39,male,positive,travel
11,2016-12,2701,male,positive,travel
0,2016-01,10,female,positive,travel
1,2016-02,143,female,positive,travel
2,2016-03,2,female,positive,travel
3,2016-04,218,female,positive,travel
4,2016-05,588,female,positive,travel
5,2016-06,60,female,positive,travel
6,2016-07,927,female,positive,travel
7,2016-08,425,female,positive,travel
8,2016-09,710,female,positive,travel
9,2016-10,3,female,positive,travel
10,2016-11,6,female,positive,travel
11,2016-12,463,female,positive,travel
0,2016-01,2,male,negative,shopping
1,2016-02,51,male,negative,shopping
2,2016-04,64,male,negative,shopping
3,2016-05,137,male,negative,shopping
4,2016-06,4,male,negative,shopping
5,2016-07,217,male,negative,shopping
6,2016-08,265,male,negative,shopping
7,2016-09,280,male,negative,shopping
8,2016-10,2,male,negative,shopping
9,2016-11,5,male,negative,shopping
10,2016-12,265,male,negative,shopping
0,2016-02,33,female,negative,shopping
1,2016-03,1,female,negative,shopping
2,2016-04,22,female,negative,shopping
3,2016-05,78,female,negative,shopping
