,date,numOccurrences,gender,sentiment,topic
5,2015-06,626,male,neutral,basketball
6,2015-07,863,male,neutral,basketball
7,2015-08,828,male,neutral,basketball
8,2015-09,796,male,neutral,basketball
9,2015-10,1980,male,neutral,basketball
10,2015-11,1742,male,neutral,basketball
11,2015-12,2427,male,neutral,basketball
0,2015-01,197,female,neutral,basketball
1,2015-02,136,female,neutral,basketball
2,2015-03,176,female,neutral,basketball
3,2015-04,168,female,neutral,basketball
4,2015-05,42,female,neutral,basketball
5,2015-06,45,female,neutral,basketball
6,2015-07,114,female,neutral,basketball
7,2015-08,203,female,neutral,basketball
8,2015-09,70,female,neutral,basketball
9,2015-10,186,female,neutral,basketball
10,2015-11,152,female,neutral,basketball
11,2015-12,157,female,neutral,basketball
0,2015-01,3013,male,positive,basketball
1,2015-02,3951,male,positive,basketball
2,2015-03,4749,male,positive,basketball
3,2015-04,3181,male,positive,basketball
4,2015-05,1196,male,positive,basketball
5,2015-06,1185,male,positive,basketball
6,2015-07,1437,male,positive,basketball
7,2015-08,1845,male,positive,basketball
8,2015-09,1677,male,positive,basketball
9,2015-10,2929,male,positive,basketball
10,2015-11,2839,male,positive,basketball
11,2015-12,3964,male,positive,basketball
0,2015-01,298,female,positive,basketball
1,2015-02,328,female,positive,basketball
2,2015-03,527,female,positive,basketball
3,2015-04,461,female,positive,basketball
4,2015-05,69,female,positive,basketball
5,2015-06,94,female,positive,basketball
6,2015-07,386,female,positive,basketball
7,2015-08,222,female,positive,basketball
8,2015-09,266,female,positive,basketball
9,2015-10,535,female,positive,basketball
10,2015-11,314,female,positive,basketball
11,2015-12,310,female,positive,basketball
0,2015-01,76,male,negative,tennis
1,2015-02,71,male,negative,tennis
2,2015-03,115,male,negative,tennis
3,2015-04,30,male,negative,tennis
4,2015-05,119,male,negative,tennis
5,2015-06,139,male,negative,tennis
6,2015-07,358,male,negative,tennis
7,2015-08,318,male,negative,tennis
8,2015-09,478,male,negative,tennis
9,2015-10,101,male,negative,tennis
10,2015-11,126,male,negative,tennis
11,2015-12,148,male,negative,tennis
0,2015-01,266,female,negative,tennis
1,2015-02,137,female,negative,tennis
2,2015-03,35,female,negative,tennis
3,2015-04,7,female,negative,tennis
4,2015-05,7,female,negative,tennis
5,2015-06,16,female,negative,tennis
6,2015-07,21,female,negative,tennis
7,2015-08,63,female,negative,tennis
8,2015-09,174,female,negative,tennis
9,2015-10,19,female,negative,tennis
10,2015-11,11,female,negative,tennis
11,2015-12,13,female,negative,tennis
0,2015-01,500,male,neutral,tennis
1,2015-02,260,male,neutral,tennis
2,2015-03,294,male,neutral,tennis
3,2015-04,132,male,neutral,tennis
4,2015-05,171,male,neutral,tennis
5,2015-06,373,male,neutral,tennis
6,2015-07,567,male,neutral,tennis
7,2015-08,575,male,neutral,tennis
8,2015-09,1017,male,neutral,tennis
9,2015-10,540,male,neutral,tennis
10,2015-11,495,male,neutral,tennis
11,2015-12,340,male,neutral,tennis
0,2015-01,276,female,neutral,tennis
1,2015-02,69,female,neutral,tennis
2,2015-03,111,female,neutral,tennis
3,2015-04,163,female,neutral,tennis
4,2015-05,107,female,neutral,tennis
5,2015-06,41,female,neutral,tennis
6,2015-07,105,female,neutral,tennis
7,2015-08,186,female,neutral,tennis
8,2015-09,1096,female,neutral,tennis
9,2015-10,163,female,neutral,tennis
10,2015-11,32,female,neutral,tennis
11,2015-12,78,female,neutral,tennis
0,2015-01,1071,male,positive,tennis
1,2015-02,313,male,positive,tennis
2,2015-03,560,male,positive,tennis
3,2015-04,456,male,positive,tennis
4,2015-05,586,male,positive,tennis
5,2015-06,320,male,positive,tennis
6,2015-07,786,male,positive,tennis
7,2015-08,1683,male,positive,tennis
8,2015-09,2055,male,positive,tennis
9,2015-10,595,male,positive,tennis
10,2015-11,899,male,positive,tennis
11,2015-12,1122,male,positive,tennis
0,2015-01,820,female,positive,tennis
1,2015-02,122,female,positive,tennis
2,2015-03,127,female,positive,tennis
3,2015-04,494,female,positive,tennis
4,2015-05,207,female,positive,tennis
5,2015-06,130,female,positive,tennis
6,2015-07,169,female,positive,tennis
7,2015-08,464,female,positive,tennis
8,2015-09,933,female,positive,tennis
9,2015-10,362,female,positive,tennis
10,2015-11,117,female,positive,tennis
11,2015-12,254,female,positive,tennis
0,2015-01,86,male,negative,swimming
1,2015-02,45,male,negative,swimming
2,2015-03,100,male,negative,swimming
3,2015-04,109,male,negative,swimming
4,2015-05,313,male,negative,swimming
5,2015-06,75,male,negative,swimming
6,2015-07,356,male,negative,swimming
7,2015-08,309,male,negative,swimming
8,2015-09,151,male,negative,swimming
9,2015-10,112,male,negative,swimming
10,2015-11,114,male,negative,swimming
11,2015-12,192,male,negative,swimming
0,2015-01,22,female,negative,swimming
1,2015-02,33,female,negative,swimming
2,2015-03,35,female,negative,swimming
3,2015-04,12,female,negative,swimming
4,2015-05,4,female,negative,swimming
5,2015-06,28,female,negative,swimming
6,2015-07,62,female,negative,swimming
7,2015-08,109,female,negative,swimming
8,2015-09,39,female,negative,swimming
9,2015-10,109,female,negative,swimming
10,2015-11,101,female,negative,swimming
11,2015-12,27,female,negative,swimming
0,2015-01,133,male,neutral,swimming
1,2015-02,173,male,neutral,swimming
2,2015-03,186,male,neutral,swimming
3,2015-04,156,male,neutral,swimming
4,2015-05,217,male,neutral,swimming
5,2015-06,121,male,neutral,swimming
6,2015-07,552,male,neutral,swimming
7,2015-08,548,male,neutral,swimming
8,2015-09,401,male,neutral,swimming
9,2015-10,339,male,neutral,swimming
10,2015-11,211,male,neutral,swimming
11,2015-12,284,male,neutral,swimming
0,2015-01,129,female,neutral,swimming
1,2015-02,48,female,neutral,swimming
2,2015-03,51,female,neutral,swimming
3,2015-04,44,female,neutral,swimming
4,2015-05,18,female,neutral,swimming
5,2015-06,32,female,neutral,swimming
6,2015-07,103,female,neutral,swimming
7,2015-08,119,female,neutral,swimming
8,2015-09,55,female,neutral,swimming
9,2015-10,70,female,neutral,swimming
10,2015-11,46,female,neutral,swimming
11,2015-12,54,female,neutral,swimming
0,2015-01,154,male,positive,swimming
1,2015-02,239,male,positive,swimming
2,2015-03,187,male,positive,swimming
3,2015-04,253,male,positive,swimming
4,2015-05,102,male,positive,swimming
5,2015-06,102,male,positive,swimming
6,2015-07,336,male,positive,swimming
7,2015-08,397,male,positive,swimming
8,2015-09,374,male,positive,swimming
9,2015-10,252,male,positive,swimming
10,2015-11,174,male,positive,swimming
11,2015-12,273,male,positive,swimming
0,2015-01,62,female,positive,swimming
1,2015-02,71,female,positive,swimming
2,2015-03,214,female,positive,swimming
3,2015-04,55,female,positive,swimming
4,2015-05,44,female,positive,swimming
5,2015-06,49,female,positive,swimming
6,2015-07,231,female,positive,swimming
7,2015-08,150,female,positive,swimming
8,2015-09,172,female,positive,swimming
9,2015-10,55,female,positive,swimming
10,2015-11,52,female,positive,swimming
11,2015-12,99,female,positive,swimming
0,2015-01,74,male,negative,fitness
1,2015-02,193,male,negative,fitness
2,2015-03,143,male,negative,fitness
3,2015-04,84,male,negative,fitness
4,2015-05,51,male,negative,fitness
5,2015-06,82,male,negative,fitness
6,2015-07,91,male,negative,fitness
7,2015-08,590,male,negative,fitness
8,2015-09,210,male,negative,fitness
9,2015-10,133,male,negative,fitness
10,2015-11,194,male,negative,fitness
11,2015-12,164,male,negative,fitness
0,2015-01,28,female,negative,fitness
1,2015-02,4,female,negative,fitness
2,2015-03,27,female,negative,fitness
3,2015-04,22,female,negative,fitness
4,2015-05,10,female,negative,fitness
5,2015-06,6,female,negative,fitness
6,2015-07,15,female,negative,fitness
7,2015-08,78,female,negative,fitness
8,2015-09,104,female,negative,fitness
9,2015-10,30,female,negative,fitness
10,2015-11,136,female,negative,fitness
11,2015-12,20,female,negative,fitness
0,2015-01,471,male,neutral,fitness
1,2015-02,553,male,neutral,fitness
2,2015-03,396,male,neutral,fitness
3,2015-04,328,male,neutral,fitness
4,2015-05,195,male,neutral,fitness
5,2015-06,222,male,neutral,fitness
6,2015-07,626,male,neutral,fitness
7,2015-08,1279,male,neutral,fitness
8,2015-09,762,male,neutral,fitness
9,2015-10,670,male,neutral,fitness
10,2015-11,331,male,neutral,fitness
11,2015-12,656,male,neutral,fitness
0,2015-01,45,female,neutral,fitness
1,2015-02,57,female,neutral,fitness
2,2015-03,122,female,neutral,fitness
3,2015-04,20,female,neutral,fitness
4,2015-05,15,female,neutral,fitness
5,2015-06,20,female,neutral,fitness
6,2015-07,37,female,neutral,fitness
7,2015-08,128,female,neutral,fitness
8,2015-09,58,female,neutral,fitness
9,2015-10,102,female,neutral,fitness
10,2015-11,106,female,neutral,fitness
11,2015-12,73,female,neutral,fitness
0,2015-01,746,male,positive,fitness
1,2015-02,501,male,positive,fitness
2,2015-03,672,male,positive,fitness
3,2015-04,402,male,positive,fitness
4,2015-05,222,male,positive,fitness
5,2015-06,289,male,positive,fitness
6,2015-07,673,male,positive,fitness
7,2015-08,1324,male,positive,fitness
8,2015-09,1327,male,positive,fitness
9,2015-10,1183,male,positive,fitness
10,2015-11,572,male,positive,fitness
11,2015-12,1043,male,positive,fitness
0,2015-01,91,female,positive,fitness
1,2015-02,90,female,positive,fitness
2,2015-03,107,female,positive,fitness
3,2015-04,118,female,positive,fitness
4,2015-05,67,female,positive,fitness
5,2015-06,43,female,positive,fitness
6,2015-07,113,female,positive,fitness
7,2015-08,392,female,positive,fitness
8,2015-09,331,female,positive,fitness
9,2015-10,144,female,positive,fitness
10,2015-11,128,female,positive,fitness
11,2015-12,160,female,positive,fitness
0,2016-01,67,male,negative,football
1,2016-02,1782,male,negative,football
2,2016-03,10,male,negative,football
3,2016-04,1336,male,negative,football
4,2016-05,3734,male,negative,football
5,2016-06,77,male,negative,football
6,2016-07,3594,male,negative,football
7,2016-08,7346,male,negative,football
8,2016-09,7140,male,negative,football
9,2016-10,15,male,negative,football
10,2016-11,222,male,negative,football
11,2016-12,7299,male,negative,football
0,2016-02,103,female,negative,football
1,2016-04,58,female,negative,football
2,2016-05,106,female,negative,football
3,2016-06,1,female,negative,football
4,2016-07,169,female,negative,football
5,2016-08,123,female,negative,football
6,2016-09,217,female,negative,football
7,2016-10,1,female,negative,football
8,2016-11,2,female,negative,football
9,2016-12,110,female,negative,football
0,2016-01,170,male,neutral,football
1,2016-02,2341,male,neutral,football
2,2016-03,20,male,neutral,football
3,2016-04,3906,male,neutral,football
4,2016-05,7166,male,neutral,football
5,2016-06,190,male,neutral,football
6,2016-07,6711,male,neutral,football
7,2016-08,11155,male,neutral,football
8,2016-09,15431,male,neutral,football
9,2016-10,27,male,neutral,football
10,2016-11,280,male,neutral,football
11,2016-12,11865,male,neutral,football
0,2016-01,9,female,neutral,football
1,2016-02,73,female,neutral,football
2,2016-03,2,female,neutral,football
3,2016-04,63,female,neutral,football
4,2016-05,213,female,neutral,football
5,2016-06,2,female,neutral,football
6,2016-07,284,female,neutral,football
7,2016-08,297,female,neutral,football
8,2016-09,667,female,neutral,football
9,2016-10,4,female,neutral,football
10,2016-11,5,female,neutral,football
11,2016-12,343,female,neutral,football
0,2016-01,244,male,positive,football
1,2016-02,3929,male,positive,football
2,2016-03,24,male,positive,football
3,2016-04,6243,male,positive,football
4,2016-05,12806,male,positive,football
5,2016-06,190,male,positive,football
6,2016-07,12455,male,positive,football
7,2016-08,20070,male,positive,football
8,2016-09,24637,male,positive,football
9,2016-10,51,male,positive,football
10,2016-11,440,male,positive,football
11,2016-12,20715,male,positive,football
0,2016-01,3,female,positive,football
1,2016-02,172,female,positive,football
2,2016-03,3,female,positive,football
3,2016-04,456,female,positive,football
4,2016-05,369,female,positive,football
5,2016-06,9,female,positive,football
6,2016-07,499,female,positive,football
7,2016-08,913,female,positive,football
8,2016-09,764,female,positive,football
9,2016-11,3,female,positive,football
10,2016-12,438,female,positive,football
0,2016-01,10,male,negative,basketball
1,2016-02,362,male,negative,basketball
2,2016-03,9,male,negative,basketball
3,2016-04,405,male,negative,basketball
4,2016-05,1142,male,negative,basketball
5,2016-06,10,male,negative,basketball
6,2016-07,342,male,negative,basketball
7,2016-08,311,male,negative,basketball
8,2016-09,651,male,negative,basketball
9,2016-10,1,male,negative,basketball
10,2016-11,25,male,negative,basketball
11,2016-12,1338,male,negative,basketball
0,2016-02,76,female,negative,basketball
1,2016-03,2,female,negative,basketball
2,2016-04,25,female,negative,basketball
3,2016-05,38,female,negative,basketball
4,2016-06,4,female,negative,basketball
5,2016-07,85,female,negative,basketball
6,2016-08,61,female,negative,basketball
7,2016-09,33,female,negative,basketball
8,2016-11,6,female,negative,basketball
9,2016-12,78,female,negative,basketball
0,2016-01,25,male,neutral,basketball
1,2016-02,921,male,neutral,basketball
2,2016-03,36,male,neutral,basketball
3,2016-04,1745,male,neutral,basketball
4,2016-05,2242,male,neutral,basketball
5,2016-06,35,male,neutral,basketball
6,2016-07,2009,male,neutral,basketball
7,2016-08,1289,male,neutral,basketball
8,2016-09,1567,male,neutral,basketball
9,2016-10,6,male,neutral,basketball
10,2016-11,36,male,neutral,basketball
11,2016-12,2518,male,neutral,basketball
0,2016-01,56,female,neutral,basketball
1,2016-02,129,female,neutral,basketball
2,2016-03,5,female,neutral,basketball
3,2016-04,61,female,neutral,basketball
4,2016-05,176,female,neutral,basketball
5,2016-06,10,female,neutral,basketball
6,2016-07,158,female,neutral,basketball
7,2016-08,334,female,neutral,basketball
8,2016-09,234,female,neutral,basketball
9,2016-10,4,female,neutral,basketball
10,2016-11,1,female,neutral,basketball
11,2016-12,231,female,neutral,basketball
0,2016-01,124,male,positive,basketball
1,2016-02,1855,male,positive,basketball
2,2016-03,34,male,positive,basketball
3,2016-04,2691,male,positive,basketball
4,2016-05,3836,male,positive,basketball
5,2016-06,58,male,positive,basketball
6,2016-07,3294,male,positive,basketball
7,2016-08,2704,male,positive,basketball
8,2016-09,3361,male,positive,basketball
9,2016-10,8,male,positive,basketball
10,2016-11,97,male,positive,basketball
11,2016-12,3978,male,positive,basketball
0,2016-01,1,female,positive,basketball
1,2016-02,222,female,positive,basketball
2,2016-03,7,female,positive,basketball
3,2016-04,525,female,positive,basketball
4,2016-05,290,female,positive,basketball
5,2016-06,68,female,positive,basketball
6,2016-07,375,female,positive,basketball
7,2016-08,520,female,positive,basketball
8,2016-09,438,female,positive,basketball
9,2016-11,5,female,positive,basketball
10,2016-12,564,female,positive,basketball
0,2016-02,64,male,negative,tennis
1,2016-04,206,male,negative,tennis
2,2016-05,481,male,negative,tennis
3,2016-06,9,male,negative,tennis
4,2016-07,232,male,negative,tennis
5,2016-08,324,male,negative,tennis
6,2016-09,531,male,negative,tennis
7,2016-10,1,male,negative,tennis
8,2016-11,1,male,negative,tennis
9,2016-12,193,male,negative,tennis
0,2016-01,1,female,negative,tennis
1,2016-02,48,female,negative,tennis
2,2016-03,2,female,negative,tennis
3,2016-04,33,female,negative,tennis
4,2016-05,307,female,negative,tennis
5,2016-06,2,female,negative,tennis
6,2016-07,254,female,negative,tennis
7,2016-08,141,female,negative,tennis
8,2016-09,162,female,negative,tennis
9,2016-12,16,female,negative,tennis
0,2016-01,4,male,neutral,tennis
1,2016-02,121,male,neutral,tennis
2,2016-03,3,male,neutral,tennis
3,2016-04,345,male,neutral,tennis
4,2016-05,583,male,neutral,tennis
5,2016-06,21,male,neutral,tennis
6,2016-07,1020,male,neutral,tennis
7,2016-08,675,male,neutral,tennis
8,2016-09,1012,male,neutral,tennis
9,2016-10,2,male,neutral,tennis
10,2016-11,1,male,neutral,tennis
11,2016-12,477,male,neutral,tennis
0,2016-01,4,female,neutral,tennis
1,2016-02,26,female,neutral,tennis
2,2016-03,2,female,neutral,tennis
3,2016-04,135,female,neutral,tennis
4,2016-05,225,female,neutral,tennis
5,2016-06,157,female,neutral,tennis
6,2016-07,391,female,neutral,tennis
7,2016-08,401,female,neutral,tennis
8,2016-09,756,female,neutral,tennis
9,2016-10,2,female,neutral,tennis
10,2016-11,1,female,neutral,tennis
11,2016-12,140,female,neutral,tennis
0,2016-01,10,male,positive,tennis
1,2016-02,363,male,positive,tennis
2,2016-03,7,male,positive,tennis
3,2016-04,462,male,positive,tennis
4,2016-05,1206,male,positive,tennis
5,2016-06,15,male,positive,tennis
6,2016-07,2608,male,positive,tennis
7,2016-08,1186,male,positive,tennis
8,2016-09,2466,male,positive,tennis
9,2016-10,1,male,positive,tennis
10,2016-11,16,male,positive,tennis
11,2016-12,692,male,positive,tennis
0,2016-01,5,female,positive,tennis
1,2016-02,219,female,positive,tennis
2,2016-03,1,female,positive,tennis
3,2016-04,64,female,positive,tennis
4,2016-05,579,female,positive,tennis
5,2016-06,29,female,positive,tennis
6,2016-07,982,female,positive,tennis
7,2016-08,984,female,positive,tennis
8,2016-09,987,female,positive,tennis
9,2016-10,1,female,positive,tennis
10,2016-12,447,female,positive,tennis
0,2016-01,20,male,negative,swimming
1,2016-02,68,male,negative,swimming
2,2016-04,122,male,negative,swimming
3,2016-05,342,male,negative,swimming
4,2016-06,20,male,negative,swimming
5,2016-07,316,male,negative,swimming
6,2016-08,722,male,negative,swimming
7,2016-09,193,male,negative,swimming
8,2016-10,1,male,negative,swimming
9,2016-11,4,male,negative,swimming
10,2016-12,363,male,negative,swimming
0,2016-02,20,female,negative,swimming
1,2016-04,11,female,negative,swimming
2,2016-05,30,female,negative,swimming
3,2016-07,62,female,negative,swimming
4,2016-08,218,female,negative,swimming
5,2016-09,80,female,negative,swimming
6,2016-11,1,female,negative,swimming
7,2016-12,79,female,negative,swimming
0,2016-01,18,male,neutral,swimming
1,2016-02,277,male,neutral,swimming
2,2016-04,227,male,neutral,swimming
3,2016-05,677,male,neutral,swimming
4,2016-06,48,male,neutral,swimming
5,2016-07,707,male,neutral,swimming
6,2016-08,2095,male,neutral,swimming
7,2016-09,289,male,neutral,swimming
8,2016-10,1,male,neutral,swimming
9,2016-11,3,male,neutral,swimming
10,2016-12,680,male,neutral,swimming
0,2016-02,57,female,neutral,swimming
1,2016-04,62,female,neutral,swimming
2,2016-05,105,female,neutral,swimming
3,2016-06,2,female,neutral,swimming
4,2016-07,256,female,neutral,swimming
5,2016-08,644,female,neutral,swimming
6,2016-09,185,female,neutral,swimming
7,2016-11,6,female,neutral,swimming
8,2016-12,118,female,neutral,swimming
0,2016-01,1,male,positive,swimming
1,2016-02,93,male,positive,swimming
2,2016-04,88,male,positive,swimming
3,2016-05,442,male,positive,swimming
4,2016-06,94,male,positive,swimming
5,2016-07,622,male,positive,swimming
6,2016-08,1691,male,positive,swimming
7,2016-09,294,male,positive,swimming
8,2016-11,6,male,positive,swimming
9,2016-12,383,male,positive,swimming
0,2016-02,16,female,positive,swimming
1,2016-03,2,female,positive,swimming
2,2016-04,35,female,positive,swimming
3,2016-05,211,female,positive,swimming
4,2016-06,1,female,positive,swimming
5,2016-07,401,female,positive,swimming
6,2016-08,851,female,positive,swimming
7,2016-09,224,female,positive,swimming
8,2016-12,266,female,positive,swimming
0,2016-01,2,male,negative,fitness
1,2016-02,53,male,negative,fitness
2,2016-04,105,male,negative,fitness
3,2016-05,370,male,negative,fitness
4,2016-06,1,male,negative,fitness
5,2016-07,234,male,negative,fitness
6,2016-08,544,male,negative,fitness
7,2016-09,197,male,negative,fitness
8,2016-11,1,male,negative,fitness
9,2016-12,117,male,negative,fitness
0,2016-02,21,female,negative,fitness
1,2016-04,2,female,negative,fitness
2,2016-05,23,female,negative,fitness
3,2016-07,36,female,negative,fitness
4,2016-08,55,female,negative,fitness
5,2016-09,209,female,negative,fitness
6,2016-10,1,female,negative,fitness
7,2016-11,1,female,negative,fitness
8,2016-12,17,female,negative,fitness
0,2016-01,18,male,neutral,fitness
1,2016-02,188,male,neutral,fitness
2,2016-03,6,male,neutral,fitness
3,2016-04,324,male,neutral,fitness
4,2016-05,824,male,neutral,fitness
5,2016-06,7,male,neutral,fitness
6,2016-07,953,male,neutral,fitness
7,2016-08,728,male,neutral,fitness
8,2016-09,746,male,neutral,fitness
9,2016-10,1,male,neutral,fitness
10,2016-11,4,male,neutral,fitness
11,2016-12,469,male,neutral,fitness
0,2016-01,3,female,neutral,fitness
1,2016-02,30,female,neutral,fitness
2,2016-03,1,female,neutral,fitness
3,2016-04,46,female,neutral,fitness
4,2016-05,103,female,neutral,fitness
5,2016-06,2,female,neutral,fitness
6,2016-07,60,female,neutral,fitness
7,2016-08,135,female,neutral,fitness
8,2016-09,126,female,neutral,fitness
9,2016-10,2,female,neutral,fitness
10,2016-12,52,female,neutral,fitness
0,2016-01,18,male,positive,fitness
1,2016-02,528,male,positive,fitness
2,2016-03,1,male,positive,fitness
3,2016-04,288,male,positive,fitness
4,2016-05,1093,male,positive,fitness
5,2016-06,11,male,positive,fitness
6,2016-07,1063,male,positive,fitness
7,2016-08,1026,male,positive,fitness
8,2016-09,1134,male,positive,fitness
9,2016-10,5,male,positive,fitness
10,2016-11,11,male,positive,fitness
11,2016-12,672,male,positive,fitness
0,2016-01,2,female,positive,fitness
1,2016-02,65,female,positive,fitness
2,2016-04,54,female,positive,fitness
3,2016-05,108,female,positive,fitness
4,2016-06,2,female,positive,fitness
5,2016-07,179,female,positive,fitness
6,2016-08,326,female,positive,fitness
7,2016-09,427,female,positive,fitness
8,2016-10,1,female,positive,fitness
9,2016-11,60,female,positive,fitness
10,2016-12,118,female,positive,fitness
0,2017-01,96,male,negative,football
1,2017-02,1263,male,negative,football
2,2017-03,3829,male,negative,football
3,2017-04,6396,male,negative,football
4,2017-05,5346,male,negative,football
5,2017-06,3767,male,negative,football
6,2017-07,4160,male,negative,football
7,2017-08,7796,male,negative,football
8,2017-09,13932,male,negative,football
9,2017-10,10169,male,negative,football
10,2017-11,9122,male,negative,football
11,2017-12,6512,male,negative,football
0,2017-01,18,female,negative,football
1,2017-02,48,female,negative,football
2,2017-03,165,female,negative,football
3,2017-04,67,female,negative,football
4,2017-05,394,female,negative,football
5,2017-06,96,female,negative,football
6,2017-07,685,female,negative,football
7,2017-08,615,female,negative,football
8,2017-09,305,female,negative,football
9,2017-10,139,female,negative,football
10,2017-11,393,female,negative,football
11,2017-12,137,female,negative,football
0,2017-01,199,male,neutral,football
1,2017-02,2170,male,neutral,football
2,2017-03,7940,male,neutral,football
3,2017-04,9212,male,neutral,football
4,2017-05,7871,male,neutral,football
5,2017-06,8291,male,neutral,football
6,2017-07,9847,male,neutral,football
7,2017-08,20040,male,neutral,football
8,2017-09,21130,male,neutral,football
9,2017-10,20261,male,neutral,football
10,2017-11,16344,male,neutral,football
11,2017-12,14980,male,neutral,football
0,2017-01,2,female,neutral,football
1,2017-02,180,female,neutral,football
2,2017-03,225,female,neutral,football
3,2017-04,194,female,neutral,football
4,2017-05,320,female,neutral,football
5,2017-06,126,female,neutral,football
6,2017-07,1337,female,neutral,football
7,2017-08,358,female,neutral,football
8,2017-09,829,female,neutral,football
9,2017-10,421,female,neutral,football
10,2017-11,410,female,neutral,football
11,2017-12,185,female,neutral,football
0,2017-01,434,male,positive,football
1,2017-02,4039,male,positive,football
2,2017-03,12244,male,positive,football
3,2017-04,15994,male,positive,football
4,2017-05,16173,male,positive,football
5,2017-06,14430,male,positive,football
6,2017-07,18257,male,positive,football
7,2017-08,33718,male,positive,football
8,2017-09,36506,male,positive,football
9,2017-10,34903,male,positive,football
10,2017-11,30163,male,positive,football
11,2017-12,34655,male,positive,football
0,2017-01,8,female,positive,football
1,2017-02,335,female,positive,football
2,2017-03,322,female,positive,football
3,2017-04,632,female,positive,football
4,2017-05,564,female,positive,football
5,2017-06,515,female,positive,football
6,2017-07,685,female,positive,football
7,2017-08,766,female,positive,football
8,2017-09,1036,female,positive,football
9,2017-10,571,female,positive,football
10,2017-11,570,female,positive,football
11,2017-12,544,female,positive,football
0,2017-01,26,male,negative,basketball
1,2017-02,472,male,negative,basketball
2,2017-03,1742,male,negative,basketball
3,2017-04,1229,male,negative,basketball
4,2017-05,1022,male,negative,basketball
5,2017-06,904,male,negative,basketball
6,2017-07,503,male,negative,basketball
7,2017-08,629,male,negative,basketball
8,2017-09,2512,male,negative,basketball
9,2017-10,1213,male,negative,basketball
10,2017-11,3933,male,negative,basketball
11,2017-12,1038,male,negative,basketball
0,2017-02,24,female,negative,basketball
1,2017-03,84,female,negative,basketball
2,2017-04,54,female,negative,basketball
