,date,numOccurrences,gender,sentiment,topic
0,2016-01,34,male,neutral,education
1,2016-02,2012,male,neutral,education
2,2016-03,27,male,neutral,education
3,2016-04,1704,male,neutral,education
4,2016-05,5040,male,neutral,education
5,2016-06,109,male,neutral,education
6,2016-07,4004,male,neutral,education
7,2016-08,3814,male,neutral,education
8,2016-09,4954,male,neutral,education
9,2016-10,22,male,neutral,education
10,2016-11,81,male,neutral,education
11,2016-12,3297,male,neutral,education
0,2016-01,7,female,neutral,education
1,2016-02,384,female,neutral,education
2,2016-03,10,female,neutral,education
3,2016-04,449,female,neutral,education
4,2016-05,1214,female,neutral,education
5,2016-06,17,female,neutral,education
6,2016-07,947,female,neutral,education
7,2016-08,1157,female,neutral,education
8,2016-09,1732,female,neutral,education
9,2016-10,3,female,neutral,education
10,2016-11,19,female,neutral,education
11,2016-12,791,female,neutral,education
0,2016-01,58,male,positive,education
1,2016-02,1981,male,positive,education
2,2016-03,23,male,positive,education
3,2016-04,1883,male,positive,education
4,2016-05,5043,male,positive,education
5,2016-06,59,male,positive,education
6,2016-07,4971,male,positive,education
7,2016-08,3978,male,positive,education
8,2016-09,5613,male,positive,education
9,2016-10,27,male,positive,education
10,2016-11,128,male,positive,education
11,2016-12,3921,male,positive,education
0,2016-01,16,female,positive,education
1,2016-02,428,female,positive,education
2,2016-03,10,female,positive,education
3,2016-04,665,female,positive,education
4,2016-05,1566,female,positive,education
5,2016-06,19,female,positive,education
6,2016-07,1452,female,positive,education
7,2016-08,1465,female,positive,education
8,2016-09,2312,female,positive,education
9,2016-10,9,female,positive,education
10,2016-11,20,female,positive,education
11,2016-12,1525,female,positive,education
0,2016-01,19,male,negative,student
1,2016-02,770,male,negative,student
2,2016-03,7,male,negative,student
3,2016-04,648,male,negative,student
4,2016-05,1608,male,negative,student
5,2016-06,13,male,negative,student
6,2016-07,1131,male,negative,student
7,2016-08,1425,male,negative,student
8,2016-09,1495,male,negative,student
9,2016-10,5,male,negative,student
10,2016-11,5,male,negative,student
11,2016-12,834,male,negative,student
0,2016-01,4,female,negative,student
1,2016-02,126,female,negative,student
2,2016-03,5,female,negative,student
3,2016-04,252,female,negative,student
4,2016-05,417,female,negative,student
5,2016-06,4,female,negative,student
6,2016-07,224,female,negative,student
7,2016-08,360,female,negative,student
8,2016-09,253,female,negative,student
9,2016-10,2,female,negative,student
10,2016-11,8,female,negative,student
11,2016-12,259,female,negative,student
0,2016-01,19,male,neutral,student
1,2016-02,1096,male,neutral,student
2,2016-03,18,male,neutral,student
3,2016-04,906,male,neutral,student
4,2016-05,2228,male,neutral,student
5,2016-06,158,male,neutral,student
6,2016-07,1328,male,neutral,student
7,2016-08,1579,male,neutral,student
8,2016-09,2451,male,neutral,student
9,2016-10,9,male,neutral,student
10,2016-11,19,male,neutral,student
11,2016-12,1166,male,neutral,student
0,2016-01,1,female,neutral,student
1,2016-02,172,female,neutral,student
2,2016-03,5,female,neutral,student
3,2016-04,419,female,neutral,student
4,2016-05,455,female,neutral,student
5,2016-06,5,female,neutral,student
6,2016-07,447,female,neutral,student
7,2016-08,464,female,neutral,student
8,2016-09,525,female,neutral,student
9,2016-10,7,female,neutral,student
10,2016-11,14,female,neutral,student
11,2016-12,418,female,neutral,student
0,2016-01,27,male,positive,student
1,2016-02,760,male,positive,student
2,2016-03,17,male,positive,student
3,2016-04,1457,male,positive,student
4,2016-05,2524,male,positive,student
5,2016-06,45,male,positive,student
6,2016-07,2098,male,positive,student
7,2016-08,2344,male,positive,student
8,2016-09,2742,male,positive,student
9,2016-10,17,male,positive,student
10,2016-11,77,male,positive,student
11,2016-12,2282,male,positive,student
0,2016-01,6,female,positive,student
1,2016-02,171,female,positive,student
2,2016-03,6,female,positive,student
3,2016-04,198,female,positive,student
4,2016-05,716,female,positive,student
5,2016-06,10,female,positive,student
6,2016-07,357,female,positive,student
7,2016-08,434,female,positive,student
8,2016-09,604,female,positive,student
9,2016-10,7,female,positive,student
10,2016-11,20,female,positive,student
11,2016-12,628,female,positive,student
0,2016-01,3,male,negative,teacher
1,2016-02,118,male,negative,teacher
2,2016-03,1,male,negative,teacher
3,2016-04,148,male,negative,teacher
4,2016-05,350,male,negative,teacher
5,2016-06,5,male,negative,teacher
6,2016-07,391,male,negative,teacher
7,2016-08,436,male,negative,teacher
8,2016-09,471,male,negative,teacher
9,2016-10,2,male,negative,teacher
10,2016-11,7,male,negative,teacher
11,2016-12,290,male,negative,teacher
0,2016-01,2,female,negative,teacher
1,2016-02,67,female,negative,teacher
2,2016-04,52,female,negative,teacher
3,2016-05,218,female,negative,teacher
4,2016-06,2,female,negative,teacher
5,2016-07,236,female,negative,teacher
6,2016-08,96,female,negative,teacher
7,2016-09,171,female,negative,teacher
8,2016-10,1,female,negative,teacher
9,2016-11,2,female,negative,teacher
10,2016-12,86,female,negative,teacher
0,2016-01,6,male,neutral,teacher
1,2016-02,383,male,neutral,teacher
2,2016-03,2,male,neutral,teacher
3,2016-04,307,male,neutral,teacher
4,2016-05,999,male,neutral,teacher
5,2016-06,7,male,neutral,teacher
6,2016-07,572,male,neutral,teacher
7,2016-08,906,male,neutral,teacher
8,2016-09,739,male,neutral,teacher
9,2016-10,2,male,neutral,teacher
10,2016-11,6,male,neutral,teacher
11,2016-12,1121,male,neutral,teacher
0,2016-01,4,female,neutral,teacher
1,2016-02,203,female,neutral,teacher
2,2016-04,215,female,neutral,teacher
3,2016-05,317,female,neutral,teacher
4,2016-06,1,female,neutral,teacher
5,2016-07,257,female,neutral,teacher
6,2016-08,266,female,neutral,teacher
7,2016-09,349,female,neutral,teacher
8,2016-10,2,female,neutral,teacher
9,2016-11,2,female,neutral,teacher
10,2016-12,210,female,neutral,teacher
0,2016-01,9,male,positive,teacher
1,2016-02,298,male,positive,teacher
2,2016-03,2,male,positive,teacher
3,2016-04,312,male,positive,teacher
4,2016-05,784,male,positive,teacher
5,2016-06,14,male,positive,teacher
6,2016-07,591,male,positive,teacher
7,2016-08,808,male,positive,teacher
8,2016-09,1281,male,positive,teacher
9,2016-10,9,male,positive,teacher
10,2016-11,6,male,positive,teacher
11,2016-12,1047,male,positive,teacher
0,2016-02,139,female,positive,teacher
1,2016-03,3,female,positive,teacher
2,2016-04,118,female,positive,teacher
3,2016-05,228,female,positive,teacher
4,2016-06,1,female,positive,teacher
5,2016-07,177,female,positive,teacher
6,2016-08,276,female,positive,teacher
7,2016-09,388,female,positive,teacher
8,2016-11,26,female,positive,teacher
9,2016-12,245,female,positive,teacher
0,2016-01,1,male,negative,tuition
1,2016-02,55,male,negative,tuition
2,2016-03,1,male,negative,tuition
3,2016-04,57,male,negative,tuition
4,2016-05,227,male,negative,tuition
5,2016-06,9,male,negative,tuition
6,2016-07,68,male,negative,tuition
7,2016-08,155,male,negative,tuition
8,2016-09,354,male,negative,tuition
9,2016-11,4,male,negative,tuition
10,2016-12,51,male,negative,tuition
0,2016-02,15,female,negative,tuition
1,2016-03,2,female,negative,tuition
2,2016-04,7,female,negative,tuition
3,2016-05,24,female,negative,tuition
4,2016-07,92,female,negative,tuition
5,2016-08,9,female,negative,tuition
6,2016-09,97,female,negative,tuition
7,2016-11,4,female,negative,tuition
8,2016-12,9,female,negative,tuition
0,2016-01,3,male,neutral,tuition
1,2016-02,202,male,neutral,tuition
2,2016-03,3,male,neutral,tuition
3,2016-04,158,male,neutral,tuition
4,2016-05,213,male,neutral,tuition
5,2016-06,3,male,neutral,tuition
6,2016-07,126,male,neutral,tuition
7,2016-08,252,male,neutral,tuition
8,2016-09,147,male,neutral,tuition
9,2016-11,2,male,neutral,tuition
10,2016-12,143,male,neutral,tuition
0,2016-01,3,female,neutral,tuition
1,2016-02,20,female,neutral,tuition
2,2016-03,1,female,neutral,tuition
3,2016-04,157,female,neutral,tuition
4,2016-05,43,female,neutral,tuition
5,2016-06,6,female,neutral,tuition
6,2016-07,189,female,neutral,tuition
7,2016-08,27,female,neutral,tuition
8,2016-09,91,female,neutral,tuition
9,2016-10,1,female,neutral,tuition
10,2016-11,1,female,neutral,tuition
11,2016-12,33,female,neutral,tuition
0,2016-01,1,male,positive,tuition
1,2016-02,89,male,positive,tuition
2,2016-04,93,male,positive,tuition
3,2016-05,101,male,positive,tuition
4,2016-06,5,male,positive,tuition
5,2016-07,292,male,positive,tuition
6,2016-08,77,male,positive,tuition
7,2016-09,95,male,positive,tuition
8,2016-10,2,male,positive,tuition
9,2016-11,1,male,positive,tuition
10,2016-12,123,male,positive,tuition
0,2016-02,72,female,positive,tuition
1,2016-03,3,female,positive,tuition
2,2016-04,19,female,positive,tuition
3,2016-05,13,female,positive,tuition
4,2016-07,172,female,positive,tuition
5,2016-08,30,female,positive,tuition
6,2016-09,47,female,positive,tuition
7,2016-12,15,female,positive,tuition
0,2017-01,221,male,negative,school
1,2017-02,1381,male,negative,school
2,2017-03,6501,male,negative,school
3,2017-04,6016,male,negative,school
4,2017-05,6806,male,negative,school
5,2017-06,6276,male,negative,school
6,2017-07,5623,male,negative,school
7,2017-08,7033,male,negative,school
8,2017-09,9033,male,negative,school
9,2017-10,7949,male,negative,school
10,2017-11,5795,male,negative,school
11,2017-12,5957,male,negative,school
0,2017-01,26,female,negative,school
1,2017-02,524,female,negative,school
2,2017-03,1813,female,negative,school
3,2017-04,2713,female,negative,school
4,2017-05,2332,female,negative,school
5,2017-06,2560,female,negative,school
6,2017-07,2377,female,negative,school
7,2017-08,3252,female,negative,school
8,2017-09,3390,female,negative,school
9,2017-10,2417,female,negative,school
10,2017-11,1550,female,negative,school
11,2017-12,2351,female,negative,school
0,2017-01,187,male,neutral,school
1,2017-02,2721,male,neutral,school
2,2017-03,10588,male,neutral,school
3,2017-04,10285,male,neutral,school
4,2017-05,10974,male,neutral,school
5,2017-06,197047,male,neutral,school
6,2017-07,9189,male,neutral,school
7,2017-08,13766,male,neutral,school
8,2017-09,12593,male,neutral,school
9,2017-10,10429,male,neutral,school
10,2017-11,9823,male,neutral,school
11,2017-12,9083,male,neutral,school
0,2017-01,118,female,neutral,school
1,2017-02,2339,female,neutral,school
2,2017-03,3023,female,neutral,school
3,2017-04,2565,female,neutral,school
4,2017-05,3216,female,neutral,school
5,2017-06,298327,female,neutral,school
6,2017-07,2138,female,neutral,school
7,2017-08,3446,female,neutral,school
8,2017-09,3877,female,neutral,school
9,2017-10,2899,female,neutral,school
10,2017-11,3042,female,neutral,school
11,2017-12,2521,female,neutral,school
0,2017-01,214,male,positive,school
1,2017-02,2706,male,positive,school
2,2017-03,8767,male,positive,school
3,2017-04,8864,male,positive,school
4,2017-05,8646,male,positive,school
5,2017-06,8669,male,positive,school
6,2017-07,8394,male,positive,school
7,2017-08,11630,male,positive,school
8,2017-09,10690,male,positive,school
9,2017-10,10042,male,positive,school
10,2017-11,8373,male,positive,school
11,2017-12,7861,male,positive,school
0,2017-01,76,female,positive,school
1,2017-02,924,female,positive,school
2,2017-03,2642,female,positive,school
3,2017-04,2800,female,positive,school
4,2017-05,3293,female,positive,school
5,2017-06,2402,female,positive,school
6,2017-07,2946,female,positive,school
7,2017-08,3176,female,positive,school
8,2017-09,3321,female,positive,school
9,2017-10,2887,female,positive,school
10,2017-11,2169,female,positive,school
11,2017-12,1728,female,positive,school
0,2017-01,190,male,negative,education
1,2017-02,912,male,negative,education
2,2017-03,2601,male,negative,education
3,2017-04,2987,male,negative,education
4,2017-05,3508,male,negative,education
5,2017-06,2723,male,negative,education
6,2017-07,2699,male,negative,education
7,2017-08,3454,male,negative,education
8,2017-09,3076,male,negative,education
9,2017-10,3471,male,negative,education
10,2017-11,2751,male,negative,education
11,2017-12,4353,male,negative,education
0,2017-01,76,female,negative,education
1,2017-02,512,female,negative,education
2,2017-03,1492,female,negative,education
3,2017-04,1396,female,negative,education
4,2017-05,1673,female,negative,education
5,2017-06,855,female,negative,education
6,2017-07,1781,female,negative,education
7,2017-08,801,female,negative,education
